monthly_sales,category_code,seasonally_adjusted,data_type_code,time,category_name,high_level_category
47700,447,False,SM,2018-05-01,Gasoline Stations,Retail Trade
109126,441,False,SM,2018-05-01,Motor Vehicle and Parts Dealers,Retail Trade
23552,448,False,SM,2018-05-01,Clothing and Accessories Stores,Retail Trade
12163,453,False,SM,2018-05-01,Miscellaneous Store Retailers,Retail Trade
64458,445,False,SM,2018-05-01,Food and Beverage Stores,Retail Trade
63545,722,False,SM,2018-06-01,Food Services and Drinking Places,Food Services
11165,4521E,False,SM,2018-06-01,Department Stores,Retail Trade
58166,452,False,SM,2018-06-01,General Merchandise Stores,Retail Trade
7483,443,False,SM,2018-06-01,Electronics and Appliance Stores,Retail Trade
443762,44000,False,SM,2018-06-01,Retail Trade,Retail Trade
9898,442,False,SM,2018-06-01,Furniture and Home Furnishings Stores,Retail Trade
47009,447,False,SM,2018-06-01,Gasoline Stations,Retail Trade
62734,445,False,SM,2018-06-01,Food and Beverage Stores,Retail Trade
21234,448,False,SM,2018-06-01,Clothing and Accessories Stores,Retail Trade
11199,453,False,SM,2018-06-01,Miscellaneous Store Retailers,Retail Trade
6748,451,False,SM,2018-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
35056,444,False,SM,2018-06-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
355553,44W72,False,SM,2018-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
507307,44X72,False,SM,2018-06-01,Retail Trade and Food Services,Retail and Food Services
27655,446,False,SM,2018-06-01,Health and Personal Care Stores,Retail Trade
56086,4451,False,SM,2018-06-01,Grocery Stores,Retail Trade
96548,441X,False,SM,2018-06-01,Auto and Other Motor Vehicles,Retail Trade
460298,44Z72,False,SM,2018-06-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
402562,44Y72,False,SM,2018-06-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
51835,454,False,SM,2018-06-01,Nonstore Retailers,Nonstore Trade
104745,441,False,SM,2018-06-01,Motor Vehicle and Parts Dealers,Retail Trade
505125,44X72,False,SM,2018-07-01,Retail Trade and Food Services,Retail and Food Services
27400,446,False,SM,2018-07-01,Health and Personal Care Stores,Retail Trade
9910,442,False,SM,2018-07-01,Furniture and Home Furnishings Stores,Retail Trade
10985,4521E,False,SM,2018-07-01,Department Stores,Retail Trade
6263,451,False,SM,2018-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
441712,44000,False,SM,2018-07-01,Retail Trade,Retail Trade
47340,447,False,SM,2018-07-01,Gasoline Stations,Retail Trade
57537,452,False,SM,2018-07-01,General Merchandise Stores,Retail Trade
103677,441,False,SM,2018-07-01,Motor Vehicle and Parts Dealers,Retail Trade
354108,44W72,False,SM,2018-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
53541,454,False,SM,2018-07-01,Nonstore Retailers,Nonstore Trade
63341,445,False,SM,2018-07-01,Food and Beverage Stores,Retail Trade
7365,443,False,SM,2018-07-01,Electronics and Appliance Stores,Retail Trade
401448,44Y72,False,SM,2018-07-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
63413,722,False,SM,2018-07-01,Food Services and Drinking Places,Food Services
56674,4451,False,SM,2018-07-01,Grocery Stores,Retail Trade
33218,444,False,SM,2018-07-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
21584,448,False,SM,2018-07-01,Clothing and Accessories Stores,Retail Trade
95498,441X,False,SM,2018-07-01,Auto and Other Motor Vehicles,Retail Trade
10536,453,False,SM,2018-07-01,Miscellaneous Store Retailers,Retail Trade
457785,44Z72,False,SM,2018-07-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
99842,441X,False,SM,2018-08-01,Auto and Other Motor Vehicles,Retail Trade
7231,451,False,SM,2018-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
108383,441,False,SM,2018-08-01,Motor Vehicle and Parts Dealers,Retail Trade
63603,445,False,SM,2018-08-01,Food and Beverage Stores,Retail Trade
48121,447,False,SM,2018-08-01,Gasoline Stations,Retail Trade
59972,452,False,SM,2018-08-01,General Merchandise Stores,Retail Trade
412119,44Y72,False,SM,2018-08-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
11196,453,False,SM,2018-08-01,Miscellaneous Store Retailers,Retail Trade
55342,454,False,SM,2018-08-01,Nonstore Retailers,Nonstore Trade
7851,443,False,SM,2018-08-01,Electronics and Appliance Stores,Retail Trade
64399,722,False,SM,2018-08-01,Food Services and Drinking Places,Food Services
520502,44X72,False,SM,2018-08-01,Retail Trade and Food Services,Retail and Food Services
12079,4521E,False,SM,2018-08-01,Department Stores,Retail Trade
10382,442,False,SM,2018-08-01,Furniture and Home Furnishings Stores,Retail Trade
472381,44Z72,False,SM,2018-08-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
363998,44W72,False,SM,2018-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
28848,446,False,SM,2018-08-01,Health and Personal Care Stores,Retail Trade
456103,44000,False,SM,2018-08-01,Retail Trade,Retail Trade
23012,448,False,SM,2018-08-01,Clothing and Accessories Stores,Retail Trade
57000,4451,False,SM,2018-08-01,Grocery Stores,Retail Trade
32162,444,False,SM,2018-08-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
10231,453,False,SM,2018-09-01,Miscellaneous Store Retailers,Retail Trade
29421,444,False,SM,2018-09-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
7280,443,False,SM,2018-09-01,Electronics and Appliance Stores,Retail Trade
44664,447,False,SM,2018-09-01,Gasoline Stations,Retail Trade
10362,4521E,False,SM,2018-09-01,Department Stores,Retail Trade
61208,445,False,SM,2018-09-01,Food and Beverage Stores,Retail Trade
417148,44000,False,SM,2018-09-01,Retail Trade,Retail Trade
380952,44Y72,False,SM,2018-09-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
54761,452,False,SM,2018-09-01,General Merchandise Stores,Retail Trade
26875,446,False,SM,2018-09-01,Health and Personal Care Stores,Retail Trade
9759,442,False,SM,2018-09-01,Furniture and Home Furnishings Stores,Retail Trade
432230,44Z72,False,SM,2018-09-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
336288,44W72,False,SM,2018-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
19713,448,False,SM,2018-09-01,Clothing and Accessories Stores,Retail Trade
54941,4451,False,SM,2018-09-01,Grocery Stores,Retail Trade
59746,722,False,SM,2018-09-01,Food Services and Drinking Places,Food Services
88196,441X,False,SM,2018-09-01,Auto and Other Motor Vehicles,Retail Trade
476894,44X72,False,SM,2018-09-01,Retail Trade and Food Services,Retail and Food Services
95942,441,False,SM,2018-09-01,Motor Vehicle and Parts Dealers,Retail Trade
5995,451,False,SM,2018-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
51299,454,False,SM,2018-09-01,Nonstore Retailers,Nonstore Trade
10993,4521E,False,SM,2018-10-01,Department Stores,Retail Trade
57746,452,False,SM,2018-10-01,General Merchandise Stores,Retail Trade
99058,441,False,SM,2018-10-01,Motor Vehicle and Parts Dealers,Retail Trade
29424,446,False,SM,2018-10-01,Health and Personal Care Stores,Retail Trade
503544,44X72,False,SM,2018-10-01,Retail Trade and Food Services,Retail and Food Services
5933,451,False,SM,2018-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
21128,448,False,SM,2018-10-01,Clothing and Accessories Stores,Retail Trade
56070,4451,False,SM,2018-10-01,Grocery Stores,Retail Trade
357193,44W72,False,SM,2018-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
90620,441X,False,SM,2018-10-01,Auto and Other Motor Vehicles,Retail Trade
456251,44Z72,False,SM,2018-10-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
11472,453,False,SM,2018-10-01,Miscellaneous Store Retailers,Retail Trade
404486,44Y72,False,SM,2018-10-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
57637,454,False,SM,2018-10-01,Nonstore Retailers,Nonstore Trade
47293,447,False,SM,2018-10-01,Gasoline Stations,Retail Trade
9955,442,False,SM,2018-10-01,Furniture and Home Furnishings Stores,Retail Trade
61390,722,False,SM,2018-10-01,Food Services and Drinking Places,Food Services
442154,44000,False,SM,2018-10-01,Retail Trade,Retail Trade
62594,445,False,SM,2018-10-01,Food and Beverage Stores,Retail Trade
32577,444,False,SM,2018-10-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
7337,443,False,SM,2018-10-01,Electronics and Appliance Stores,Retail Trade
28840,446,False,SM,2018-11-01,Health and Personal Care Stores,Retail Trade
518353,44X72,False,SM,2018-11-01,Retail Trade and Food Services,Retail and Food Services
56795,4451,False,SM,2018-11-01,Grocery Stores,Retail Trade
14549,4521E,False,SM,2018-11-01,Department Stores,Retail Trade
7167,451,False,SM,2018-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
63793,445,False,SM,2018-11-01,Food and Beverage Stores,Retail Trade
65865,452,False,SM,2018-11-01,General Merchandise Stores,Retail Trade
9596,443,False,SM,2018-11-01,Electronics and Appliance Stores,Retail Trade
87469,441X,False,SM,2018-11-01,Auto and Other Motor Vehicles,Retail Trade
95352,441,False,SM,2018-11-01,Motor Vehicle and Parts Dealers,Retail Trade
10782,442,False,SM,2018-11-01,Furniture and Home Furnishings Stores,Retail Trade
11111,453,False,SM,2018-11-01,Miscellaneous Store Retailers,Retail Trade
423001,44Y72,False,SM,2018-11-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
459625,44000,False,SM,2018-11-01,Retail Trade,Retail Trade
42181,447,False,SM,2018-11-01,Gasoline Stations,Retail Trade
29980,444,False,SM,2018-11-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
69669,454,False,SM,2018-11-01,Nonstore Retailers,Nonstore Trade
25289,448,False,SM,2018-11-01,Clothing and Accessories Stores,Retail Trade
476172,44Z72,False,SM,2018-11-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
380820,44W72,False,SM,2018-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
58728,722,False,SM,2018-11-01,Food Services and Drinking Places,Food Services
493444,44000,False,SM,2018-12-01,Retail Trade,Retail Trade
27607,444,False,SM,2018-12-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
454783,44Y72,False,SM,2018-12-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
38323,447,False,SM,2018-12-01,Gasoline Stations,Retail Trade
555970,44X72,False,SM,2018-12-01,Retail Trade and Food Services,Retail and Food Services
11043,443,False,SM,2018-12-01,Electronics and Appliance Stores,Retail Trade
93991,441X,False,SM,2018-12-01,Auto and Other Motor Vehicles,Retail Trade
62526,722,False,SM,2018-12-01,Food Services and Drinking Places,Food Services
72477,454,False,SM,2018-12-01,Nonstore Retailers,Nonstore Trade
517647,44Z72,False,SM,2018-12-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
59404,4451,False,SM,2018-12-01,Grocery Stores,Retail Trade
68243,445,False,SM,2018-12-01,Food and Beverage Stores,Retail Trade
19120,4521E,False,SM,2018-12-01,Department Stores,Retail Trade
33954,448,False,SM,2018-12-01,Clothing and Accessories Stores,Retail Trade
11487,453,False,SM,2018-12-01,Miscellaneous Store Retailers,Retail Trade
30885,446,False,SM,2018-12-01,Health and Personal Care Stores,Retail Trade
416460,44W72,False,SM,2018-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
101187,441,False,SM,2018-12-01,Motor Vehicle and Parts Dealers,Retail Trade
11134,442,False,SM,2018-12-01,Furniture and Home Furnishings Stores,Retail Trade
77925,452,False,SM,2018-12-01,General Merchandise Stores,Retail Trade
9179,451,False,SM,2018-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
28871,446,False,SM,2019-01-01,Health and Personal Care Stores,Retail Trade
455716,44X72,False,SM,2019-01-01,Retail Trade and Food Services,Retail and Food Services
8820,442,False,SM,2019-01-01,Furniture and Home Furnishings Stores,Retail Trade
57111,454,False,SM,2019-01-01,Nonstore Retailers,Nonstore Trade
57413,4451,False,SM,2019-01-01,Grocery Stores,Retail Trade
26709,444,False,SM,2019-01-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
7210,443,False,SM,2019-01-01,Electronics and Appliance Stores,Retail Trade
399276,44000,False,SM,2019-01-01,Retail Trade,Retail Trade
80778,441X,False,SM,2019-01-01,Auto and Other Motor Vehicles,Retail Trade
419154,44Z72,False,SM,2019-01-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
36562,447,False,SM,2019-01-01,Gasoline Stations,Retail Trade
331097,44W72,False,SM,2019-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
9180,453,False,SM,2019-01-01,Miscellaneous Store Retailers,Retail Trade
56440,722,False,SM,2019-01-01,Food Services and Drinking Places,Food Services
52032,452,False,SM,2019-01-01,General Merchandise Stores,Retail Trade
88057,441,False,SM,2019-01-01,Motor Vehicle and Parts Dealers,Retail Trade
367659,44Y72,False,SM,2019-01-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
8708,4521E,False,SM,2019-01-01,Department Stores,Retail Trade
5556,451,False,SM,2019-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
63072,445,False,SM,2019-01-01,Food and Beverage Stores,Retail Trade
16096,448,False,SM,2019-01-01,Clothing and Accessories Stores,Retail Trade
35599,447,False,SM,2019-02-01,Gasoline Stations,Retail Trade
9108,4521E,False,SM,2019-02-01,Department Stores,Retail Trade
315968,44W72,False,SM,2019-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
27087,446,False,SM,2019-02-01,Health and Personal Care Stores,Retail Trade
5161,451,False,SM,2019-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
56560,722,False,SM,2019-02-01,Food Services and Drinking Places,Food Services
17898,448,False,SM,2019-02-01,Clothing and Accessories Stores,Retail Trade
6610,443,False,SM,2019-02-01,Electronics and Appliance Stores,Retail Trade
384814,44000,False,SM,2019-02-01,Retail Trade,Retail Trade
441374,44X72,False,SM,2019-02-01,Retail Trade and Food Services,Retail and Food Services
405775,44Z72,False,SM,2019-02-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
57122,445,False,SM,2019-02-01,Food and Beverage Stores,Retail Trade
8637,442,False,SM,2019-02-01,Furniture and Home Furnishings Stores,Retail Trade
89807,441,False,SM,2019-02-01,Motor Vehicle and Parts Dealers,Retail Trade
50635,452,False,SM,2019-02-01,General Merchandise Stores,Retail Trade
24116,444,False,SM,2019-02-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
82675,441X,False,SM,2019-02-01,Auto and Other Motor Vehicles,Retail Trade
351567,44Y72,False,SM,2019-02-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
51505,4451,False,SM,2019-02-01,Grocery Stores,Retail Trade
53131,454,False,SM,2019-02-01,Nonstore Retailers,Nonstore Trade
9011,453,False,SM,2019-02-01,Miscellaneous Store Retailers,Retail Trade
21969,448,False,SM,2019-03-01,Clothing and Accessories Stores,Retail Trade
470419,44Z72,False,SM,2019-03-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
57051,454,False,SM,2019-03-01,Nonstore Retailers,Nonstore Trade
402137,44Y72,False,SM,2019-03-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
102032,441X,False,SM,2019-03-01,Auto and Other Motor Vehicles,Retail Trade
63787,445,False,SM,2019-03-01,Food and Beverage Stores,Retail Trade
110450,441,False,SM,2019-03-01,Motor Vehicle and Parts Dealers,Retail Trade
446781,44000,False,SM,2019-03-01,Retail Trade,Retail Trade
42168,447,False,SM,2019-03-01,Gasoline Stations,Retail Trade
512587,44X72,False,SM,2019-03-01,Retail Trade and Food Services,Retail and Food Services
7241,443,False,SM,2019-03-01,Electronics and Appliance Stores,Retail Trade
10027,442,False,SM,2019-03-01,Furniture and Home Furnishings Stores,Retail Trade
10124,453,False,SM,2019-03-01,Miscellaneous Store Retailers,Retail Trade
58590,452,False,SM,2019-03-01,General Merchandise Stores,Retail Trade
10592,4521E,False,SM,2019-03-01,Department Stores,Retail Trade
65806,722,False,SM,2019-03-01,Food Services and Drinking Places,Food Services
29122,446,False,SM,2019-03-01,Health and Personal Care Stores,Retail Trade
57503,4451,False,SM,2019-03-01,Grocery Stores,Retail Trade
30005,444,False,SM,2019-03-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
6247,451,False,SM,2019-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
359969,44W72,False,SM,2019-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
461298,44Z72,False,SM,2019-04-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
357861,44W72,False,SM,2019-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
103437,441,False,SM,2019-04-01,Motor Vehicle and Parts Dealers,Retail Trade
56268,4451,False,SM,2019-04-01,Grocery Stores,Retail Trade
56983,452,False,SM,2019-04-01,General Merchandise Stores,Retail Trade
402237,44Y72,False,SM,2019-04-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
6526,443,False,SM,2019-04-01,Electronics and Appliance Stores,Retail Trade
63170,722,False,SM,2019-04-01,Food Services and Drinking Places,Food Services
10405,4521E,False,SM,2019-04-01,Department Stores,Retail Trade
9590,442,False,SM,2019-04-01,Furniture and Home Furnishings Stores,Retail Trade
6146,451,False,SM,2019-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
21394,448,False,SM,2019-04-01,Clothing and Accessories Stores,Retail Trade
10634,453,False,SM,2019-04-01,Miscellaneous Store Retailers,Retail Trade
44376,447,False,SM,2019-04-01,Gasoline Stations,Retail Trade
28791,446,False,SM,2019-04-01,Health and Personal Care Stores,Retail Trade
57914,454,False,SM,2019-04-01,Nonstore Retailers,Nonstore Trade
34109,444,False,SM,2019-04-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
62604,445,False,SM,2019-04-01,Food and Beverage Stores,Retail Trade
95153,441X,False,SM,2019-04-01,Auto and Other Motor Vehicles,Retail Trade
505674,44X72,False,SM,2019-04-01,Retail Trade and Food Services,Retail and Food Services
442504,44000,False,SM,2019-04-01,Retail Trade,Retail Trade
29827,446,False,SM,2019-05-01,Health and Personal Care Stores,Retail Trade
67464,722,False,SM,2019-05-01,Food Services and Drinking Places,Food Services
11243,4521E,False,SM,2019-05-01,Department Stores,Retail Trade
47468,447,False,SM,2019-05-01,Gasoline Stations,Retail Trade
6410,451,False,SM,2019-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
60925,452,False,SM,2019-05-01,General Merchandise Stores,Retail Trade
10313,442,False,SM,2019-05-01,Furniture and Home Furnishings Stores,Retail Trade
12416,453,False,SM,2019-05-01,Miscellaneous Store Retailers,Retail Trade
495626,44Z72,False,SM,2019-05-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
543094,44X72,False,SM,2019-05-01,Retail Trade and Food Services,Retail and Food Services
7159,443,False,SM,2019-05-01,Electronics and Appliance Stores,Retail Trade
37309,444,False,SM,2019-05-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
111792,441,False,SM,2019-05-01,Motor Vehicle and Parts Dealers,Retail Trade
103235,441X,False,SM,2019-05-01,Auto and Other Motor Vehicles,Retail Trade
431302,44Y72,False,SM,2019-05-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
66807,445,False,SM,2019-05-01,Food and Beverage Stores,Retail Trade
475630,44000,False,SM,2019-05-01,Retail Trade,Retail Trade
22995,448,False,SM,2019-05-01,Clothing and Accessories Stores,Retail Trade
62209,454,False,SM,2019-05-01,Nonstore Retailers,Nonstore Trade
59958,4451,False,SM,2019-05-01,Grocery Stores,Retail Trade
383834,44W72,False,SM,2019-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
96399,441X,False,SM,2019-06-01,Auto and Other Motor Vehicles,Retail Trade
11231,453,False,SM,2019-06-01,Miscellaneous Store Retailers,Retail Trade
364687,44W72,False,SM,2019-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
33542,444,False,SM,2019-06-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
10577,4521E,False,SM,2019-06-01,Department Stores,Retail Trade
58029,4451,False,SM,2019-06-01,Grocery Stores,Retail Trade
57760,454,False,SM,2019-06-01,Nonstore Retailers,Nonstore Trade
59002,452,False,SM,2019-06-01,General Merchandise Stores,Retail Trade
448131,44000,False,SM,2019-06-01,Retail Trade,Retail Trade
21042,448,False,SM,2019-06-01,Clothing and Accessories Stores,Retail Trade
64707,445,False,SM,2019-06-01,Food and Beverage Stores,Retail Trade
66043,722,False,SM,2019-06-01,Food Services and Drinking Places,Food Services
44951,447,False,SM,2019-06-01,Gasoline Stations,Retail Trade
7025,443,False,SM,2019-06-01,Electronics and Appliance Stores,Retail Trade
6557,451,False,SM,2019-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
104536,441,False,SM,2019-06-01,Motor Vehicle and Parts Dealers,Retail Trade
469223,44Z72,False,SM,2019-06-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
9765,442,False,SM,2019-06-01,Furniture and Home Furnishings Stores,Retail Trade
28013,446,False,SM,2019-06-01,Health and Personal Care Stores,Retail Trade
514174,44X72,False,SM,2019-06-01,Retail Trade and Food Services,Retail and Food Services
409638,44Y72,False,SM,2019-06-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
61490,454,False,SM,2019-07-01,Nonstore Retailers,Nonstore Trade
59600,4451,False,SM,2019-07-01,Grocery Stores,Retail Trade
11273,453,False,SM,2019-07-01,Miscellaneous Store Retailers,Retail Trade
461608,44000,False,SM,2019-07-01,Retail Trade,Retail Trade
372389,44W72,False,SM,2019-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
100530,441X,False,SM,2019-07-01,Auto and Other Motor Vehicles,Retail Trade
46514,447,False,SM,2019-07-01,Gasoline Stations,Retail Trade
6531,451,False,SM,2019-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
28577,446,False,SM,2019-07-01,Health and Personal Care Stores,Retail Trade
10779,4521E,False,SM,2019-07-01,Department Stores,Retail Trade
58881,452,False,SM,2019-07-01,General Merchandise Stores,Retail Trade
66567,445,False,SM,2019-07-01,Food and Beverage Stores,Retail Trade
21677,448,False,SM,2019-07-01,Clothing and Accessories Stores,Retail Trade
108994,441,False,SM,2019-07-01,Motor Vehicle and Parts Dealers,Retail Trade
481383,44Z72,False,SM,2019-07-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
7211,443,False,SM,2019-07-01,Electronics and Appliance Stores,Retail Trade
10196,442,False,SM,2019-07-01,Furniture and Home Furnishings Stores,Retail Trade
33697,444,False,SM,2019-07-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
66289,722,False,SM,2019-07-01,Food Services and Drinking Places,Food Services
527897,44X72,False,SM,2019-07-01,Retail Trade and Food Services,Retail and Food Services
418903,44Y72,False,SM,2019-07-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
105486,441X,False,SM,2019-08-01,Auto and Other Motor Vehicles,Retail Trade
61266,454,False,SM,2019-08-01,Nonstore Retailers,Nonstore Trade
46056,447,False,SM,2019-08-01,Gasoline Stations,Retail Trade
541266,44X72,False,SM,2019-08-01,Retail Trade and Food Services,Retail and Food Services
427092,44Y72,False,SM,2019-08-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
28989,446,False,SM,2019-08-01,Health and Personal Care Stores,Retail Trade
114174,441,False,SM,2019-08-01,Motor Vehicle and Parts Dealers,Retail Trade
10618,442,False,SM,2019-08-01,Furniture and Home Furnishings Stores,Retail Trade
68333,722,False,SM,2019-08-01,Food Services and Drinking Places,Food Services
61912,452,False,SM,2019-08-01,General Merchandise Stores,Retail Trade
7545,443,False,SM,2019-08-01,Electronics and Appliance Stores,Retail Trade
60079,4451,False,SM,2019-08-01,Grocery Stores,Retail Trade
7486,451,False,SM,2019-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
472933,44000,False,SM,2019-08-01,Retail Trade,Retail Trade
11743,4521E,False,SM,2019-08-01,Department Stores,Retail Trade
23767,448,False,SM,2019-08-01,Clothing and Accessories Stores,Retail Trade
67057,445,False,SM,2019-08-01,Food and Beverage Stores,Retail Trade
32355,444,False,SM,2019-08-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
495210,44Z72,False,SM,2019-08-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
11708,453,False,SM,2019-08-01,Miscellaneous Store Retailers,Retail Trade
381036,44W72,False,SM,2019-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
29933,444,False,SM,2019-09-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
63715,722,False,SM,2019-09-01,Food Services and Drinking Places,Food Services
10701,453,False,SM,2019-09-01,Miscellaneous Store Retailers,Retail Trade
492187,44X72,False,SM,2019-09-01,Retail Trade and Food Services,Retail and Food Services
98962,441,False,SM,2019-09-01,Motor Vehicle and Parts Dealers,Retail Trade
62418,445,False,SM,2019-09-01,Food and Beverage Stores,Retail Trade
19525,448,False,SM,2019-09-01,Clothing and Accessories Stores,Retail Trade
393225,44Y72,False,SM,2019-09-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
6215,451,False,SM,2019-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
42868,447,False,SM,2019-09-01,Gasoline Stations,Retail Trade
27672,446,False,SM,2019-09-01,Health and Personal Care Stores,Retail Trade
350357,44W72,False,SM,2019-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
58397,454,False,SM,2019-09-01,Nonstore Retailers,Nonstore Trade
10119,442,False,SM,2019-09-01,Furniture and Home Furnishings Stores,Retail Trade
449319,44Z72,False,SM,2019-09-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
54525,452,False,SM,2019-09-01,General Merchandise Stores,Retail Trade
428472,44000,False,SM,2019-09-01,Retail Trade,Retail Trade
7137,443,False,SM,2019-09-01,Electronics and Appliance Stores,Retail Trade
9689,4521E,False,SM,2019-09-01,Department Stores,Retail Trade
91113,441X,False,SM,2019-09-01,Auto and Other Motor Vehicles,Retail Trade
56090,4451,False,SM,2019-09-01,Grocery Stores,Retail Trade
64659,445,False,SM,2019-10-01,Food and Beverage Stores,Retail Trade
7095,443,False,SM,2019-10-01,Electronics and Appliance Stores,Retail Trade
58848,452,False,SM,2019-10-01,General Merchandise Stores,Retail Trade
44465,447,False,SM,2019-10-01,Gasoline Stations,Retail Trade
477056,44Z72,False,SM,2019-10-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
418612,44Y72,False,SM,2019-10-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
6317,451,False,SM,2019-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
57996,4451,False,SM,2019-10-01,Grocery Stores,Retail Trade
11917,453,False,SM,2019-10-01,Miscellaneous Store Retailers,Retail Trade
21366,448,False,SM,2019-10-01,Clothing and Accessories Stores,Retail Trade
29951,446,False,SM,2019-10-01,Health and Personal Care Stores,Retail Trade
10395,4521E,False,SM,2019-10-01,Department Stores,Retail Trade
374147,44W72,False,SM,2019-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
32581,444,False,SM,2019-10-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
