monthly_sales,category_code,seasonally_adjusted,data_type_code,time,category_name,high_level_category
66364,722,False,SM,2019-10-01,Food Services and Drinking Places,Food Services
10243,442,False,SM,2019-10-01,Furniture and Home Furnishings Stores,Retail Trade
102909,441,False,SM,2019-10-01,Motor Vehicle and Parts Dealers,Retail Trade
455157,44000,False,SM,2019-10-01,Retail Trade,Retail Trade
521521,44X72,False,SM,2019-10-01,Retail Trade and Food Services,Retail and Food Services
64806,454,False,SM,2019-10-01,Nonstore Retailers,Nonstore Trade
94275,441X,False,SM,2019-10-01,Auto and Other Motor Vehicles,Retail Trade
467368,44000,False,SM,2019-11-01,Retail Trade,Retail Trade
7250,451,False,SM,2019-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
25119,448,False,SM,2019-11-01,Clothing and Accessories Stores,Retail Trade
41555,447,False,SM,2019-11-01,Gasoline Stations,Retail Trade
431649,44Y72,False,SM,2019-11-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
11517,453,False,SM,2019-11-01,Miscellaneous Store Retailers,Retail Trade
531705,44X72,False,SM,2019-11-01,Retail Trade and Food Services,Retail and Food Services
58978,4451,False,SM,2019-11-01,Grocery Stores,Retail Trade
64337,722,False,SM,2019-11-01,Food Services and Drinking Places,Food Services
9237,443,False,SM,2019-11-01,Electronics and Appliance Stores,Retail Trade
66082,445,False,SM,2019-11-01,Food and Beverage Stores,Retail Trade
71642,454,False,SM,2019-11-01,Nonstore Retailers,Nonstore Trade
100056,441,False,SM,2019-11-01,Motor Vehicle and Parts Dealers,Retail Trade
65988,452,False,SM,2019-11-01,General Merchandise Stores,Retail Trade
11020,442,False,SM,2019-11-01,Furniture and Home Furnishings Stores,Retail Trade
390094,44W72,False,SM,2019-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
490150,44Z72,False,SM,2019-11-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
29680,444,False,SM,2019-11-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
28222,446,False,SM,2019-11-01,Health and Personal Care Stores,Retail Trade
92154,441X,False,SM,2019-11-01,Auto and Other Motor Vehicles,Retail Trade
13265,4521E,False,SM,2019-11-01,Department Stores,Retail Trade
102072,441,False,SM,2019-12-01,Motor Vehicle and Parts Dealers,Retail Trade
11161,442,False,SM,2019-12-01,Furniture and Home Furnishings Stores,Retail Trade
10845,443,False,SM,2019-12-01,Electronics and Appliance Stores,Retail Trade
35177,448,False,SM,2019-12-01,Clothing and Accessories Stores,Retail Trade
586565,44X72,False,SM,2019-12-01,Retail Trade and Food Services,Retail and Food Services
545461,44Z72,False,SM,2019-12-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
69535,445,False,SM,2019-12-01,Food and Beverage Stores,Retail Trade
18151,4521E,False,SM,2019-12-01,Department Stores,Retail Trade
443389,44W72,False,SM,2019-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
89753,454,False,SM,2019-12-01,Nonstore Retailers,Nonstore Trade
77203,452,False,SM,2019-12-01,General Merchandise Stores,Retail Trade
9491,451,False,SM,2019-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
12136,453,False,SM,2019-12-01,Miscellaneous Store Retailers,Retail Trade
94657,441X,False,SM,2019-12-01,Auto and Other Motor Vehicles,Retail Trade
31882,446,False,SM,2019-12-01,Health and Personal Care Stores,Retail Trade
67769,722,False,SM,2019-12-01,Food Services and Drinking Places,Food Services
41104,447,False,SM,2019-12-01,Gasoline Stations,Retail Trade
28437,444,False,SM,2019-12-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
484493,44Y72,False,SM,2019-12-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
518796,44000,False,SM,2019-12-01,Retail Trade,Retail Trade
60527,4451,False,SM,2019-12-01,Grocery Stores,Retail Trade
8429,4521E,False,SM,2020-01-01,Department Stores,Retail Trade
349802,44W72,False,SM,2020-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
62853,454,False,SM,2020-01-01,Nonstore Retailers,Nonstore Trade
63886,722,False,SM,2020-01-01,Food Services and Drinking Places,Food Services
441461,44Z72,False,SM,2020-01-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
389471,44Y72,False,SM,2020-01-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
53647,452,False,SM,2020-01-01,General Merchandise Stores,Retail Trade
29553,446,False,SM,2020-01-01,Health and Personal Care Stores,Retail Trade
481130,44X72,False,SM,2020-01-01,Retail Trade and Food Services,Retail and Food Services
10209,453,False,SM,2020-01-01,Miscellaneous Store Retailers,Retail Trade
417244,44000,False,SM,2020-01-01,Retail Trade,Retail Trade
9427,442,False,SM,2020-01-01,Furniture and Home Furnishings Stores,Retail Trade
63919,445,False,SM,2020-01-01,Food and Beverage Stores,Retail Trade
84140,441X,False,SM,2020-01-01,Auto and Other Motor Vehicles,Retail Trade
39669,447,False,SM,2020-01-01,Gasoline Stations,Retail Trade
58117,4451,False,SM,2020-01-01,Grocery Stores,Retail Trade
5766,451,False,SM,2020-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
16791,448,False,SM,2020-01-01,Clothing and Accessories Stores,Retail Trade
91659,441,False,SM,2020-01-01,Motor Vehicle and Parts Dealers,Retail Trade
6991,443,False,SM,2020-01-01,Electronics and Appliance Stores,Retail Trade
26760,444,False,SM,2020-01-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
9389,442,False,SM,2020-02-01,Furniture and Home Furnishings Stores,Retail Trade
65875,722,False,SM,2020-02-01,Food Services and Drinking Places,Food Services
95804,441,False,SM,2020-02-01,Motor Vehicle and Parts Dealers,Retail Trade
6580,443,False,SM,2020-02-01,Electronics and Appliance Stores,Retail Trade
28285,446,False,SM,2020-02-01,Health and Personal Care Stores,Retail Trade
55142,4451,False,SM,2020-02-01,Grocery Stores,Retail Trade
61180,445,False,SM,2020-02-01,Food and Beverage Stores,Retail Trade
36960,447,False,SM,2020-02-01,Gasoline Stations,Retail Trade
479732,44X72,False,SM,2020-02-01,Retail Trade and Food Services,Retail and Food Services
26046,444,False,SM,2020-02-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
442772,44Z72,False,SM,2020-02-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
88584,441X,False,SM,2020-02-01,Auto and Other Motor Vehicles,Retail Trade
10097,453,False,SM,2020-02-01,Miscellaneous Store Retailers,Retail Trade
19150,448,False,SM,2020-02-01,Clothing and Accessories Stores,Retail Trade
383928,44Y72,False,SM,2020-02-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
346968,44W72,False,SM,2020-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
413857,44000,False,SM,2020-02-01,Retail Trade,Retail Trade
8991,4521E,False,SM,2020-02-01,Department Stores,Retail Trade
5519,451,False,SM,2020-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
60246,454,False,SM,2020-02-01,Nonstore Retailers,Nonstore Trade
54601,452,False,SM,2020-02-01,General Merchandise Stores,Retail Trade
68664,454,False,SM,2020-03-01,Nonstore Retailers,Nonstore Trade
72937,441X,False,SM,2020-03-01,Auto and Other Motor Vehicles,Retail Trade
60168,452,False,SM,2020-03-01,General Merchandise Stores,Retail Trade
475923,44X72,False,SM,2020-03-01,Retail Trade and Food Services,Retail and Food Services
34253,447,False,SM,2020-03-01,Gasoline Stations,Retail Trade
31827,444,False,SM,2020-03-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
79848,445,False,SM,2020-03-01,Food and Beverage Stores,Retail Trade
31435,446,False,SM,2020-03-01,Health and Personal Care Stores,Retail Trade
395571,44Y72,False,SM,2020-03-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
5172,451,False,SM,2020-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
80352,441,False,SM,2020-03-01,Motor Vehicle and Parts Dealers,Retail Trade
8071,4521E,False,SM,2020-03-01,Department Stores,Retail Trade
8065,442,False,SM,2020-03-01,Furniture and Home Furnishings Stores,Retail Trade
425698,44000,False,SM,2020-03-01,Retail Trade,Retail Trade
50225,722,False,SM,2020-03-01,Food Services and Drinking Places,Food Services
441670,44Z72,False,SM,2020-03-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
5693,443,False,SM,2020-03-01,Electronics and Appliance Stores,Retail Trade
72833,4451,False,SM,2020-03-01,Grocery Stores,Retail Trade
10959,448,False,SM,2020-03-01,Clothing and Accessories Stores,Retail Trade
361318,44W72,False,SM,2020-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
9262,453,False,SM,2020-03-01,Miscellaneous Store Retailers,Retail Trade
3868,442,False,SM,2020-04-01,Furniture and Home Furnishings Stores,Retail Trade
26805,447,False,SM,2020-04-01,Gasoline Stations,Retail Trade
2776,448,False,SM,2020-04-01,Clothing and Accessories Stores,Retail Trade
76196,454,False,SM,2020-04-01,Nonstore Retailers,Nonstore Trade
340202,44Y72,False,SM,2020-04-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
381007,44Z72,False,SM,2020-04-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
7023,453,False,SM,2020-04-01,Miscellaneous Store Retailers,Retail Trade
3399,451,False,SM,2020-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
407812,44X72,False,SM,2020-04-01,Retail Trade and Food Services,Retail and Food Services
60675,441X,False,SM,2020-04-01,Auto and Other Motor Vehicles,Retail Trade
26124,446,False,SM,2020-04-01,Health and Personal Care Stores,Retail Trade
35460,444,False,SM,2020-04-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
69778,445,False,SM,2020-04-01,Food and Beverage Stores,Retail Trade
376261,44000,False,SM,2020-04-01,Retail Trade,Retail Trade
54272,452,False,SM,2020-04-01,General Merchandise Stores,Retail Trade
2950,443,False,SM,2020-04-01,Electronics and Appliance Stores,Retail Trade
31551,722,False,SM,2020-04-01,Food Services and Drinking Places,Food Services
5846,4521E,False,SM,2020-04-01,Department Stores,Retail Trade
67610,441,False,SM,2020-04-01,Motor Vehicle and Parts Dealers,Retail Trade
63200,4451,False,SM,2020-04-01,Grocery Stores,Retail Trade
313397,44W72,False,SM,2020-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
75019,445,False,SM,2020-05-01,Food and Beverage Stores,Retail Trade
473421,44Z72,False,SM,2020-05-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
82011,454,False,SM,2020-05-01,Nonstore Retailers,Nonstore Trade
369202,44W72,False,SM,2020-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
9503,453,False,SM,2020-05-01,Miscellaneous Store Retailers,Retail Trade
63755,452,False,SM,2020-05-01,General Merchandise Stores,Retail Trade
6181,451,False,SM,2020-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
104219,441,False,SM,2020-05-01,Motor Vehicle and Parts Dealers,Retail Trade
505509,44X72,False,SM,2020-05-01,Retail Trade and Food Services,Retail and Food Services
95755,441X,False,SM,2020-05-01,Auto and Other Motor Vehicles,Retail Trade
26685,446,False,SM,2020-05-01,Health and Personal Care Stores,Retail Trade
41873,444,False,SM,2020-05-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
44387,722,False,SM,2020-05-01,Food Services and Drinking Places,Food Services
461122,44000,False,SM,2020-05-01,Retail Trade,Retail Trade
8606,4521E,False,SM,2020-05-01,Department Stores,Retail Trade
67156,4451,False,SM,2020-05-01,Grocery Stores,Retail Trade
401290,44Y72,False,SM,2020-05-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
7223,442,False,SM,2020-05-01,Furniture and Home Furnishings Stores,Retail Trade
32088,447,False,SM,2020-05-01,Gasoline Stations,Retail Trade
3847,443,False,SM,2020-05-01,Electronics and Appliance Stores,Retail Trade
8718,448,False,SM,2020-05-01,Clothing and Accessories Stores,Retail Trade
533158,44X72,False,SM,2020-06-01,Retail Trade and Food Services,Retail and Food Services
386022,44W72,False,SM,2020-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
8898,4521E,False,SM,2020-06-01,Department Stores,Retail Trade
101537,441X,False,SM,2020-06-01,Auto and Other Motor Vehicles,Retail Trade
422360,44Y72,False,SM,2020-06-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
28764,446,False,SM,2020-06-01,Health and Personal Care Stores,Retail Trade
9788,442,False,SM,2020-06-01,Furniture and Home Furnishings Stores,Retail Trade
62635,4451,False,SM,2020-06-01,Grocery Stores,Retail Trade
110798,441,False,SM,2020-06-01,Motor Vehicle and Parts Dealers,Retail Trade
41538,444,False,SM,2020-06-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
70323,445,False,SM,2020-06-01,Food and Beverage Stores,Retail Trade
8145,451,False,SM,2020-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
36338,447,False,SM,2020-06-01,Gasoline Stations,Retail Trade
496820,44Z72,False,SM,2020-06-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
60383,452,False,SM,2020-06-01,General Merchandise Stores,Retail Trade
16245,448,False,SM,2020-06-01,Clothing and Accessories Stores,Retail Trade
478936,44000,False,SM,2020-06-01,Retail Trade,Retail Trade
5490,443,False,SM,2020-06-01,Electronics and Appliance Stores,Retail Trade
11084,453,False,SM,2020-06-01,Miscellaneous Store Retailers,Retail Trade
54222,722,False,SM,2020-06-01,Food Services and Drinking Places,Food Services
80040,454,False,SM,2020-06-01,Nonstore Retailers,Nonstore Trade
492070,44000,False,SM,2020-07-01,Retail Trade,Retail Trade
10394,442,False,SM,2020-07-01,Furniture and Home Furnishings Stores,Retail Trade
38901,444,False,SM,2020-07-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
510721,44Z72,False,SM,2020-07-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
398103,44W72,False,SM,2020-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
65452,4451,False,SM,2020-07-01,Grocery Stores,Retail Trade
11600,453,False,SM,2020-07-01,Miscellaneous Store Retailers,Retail Trade
17630,448,False,SM,2020-07-01,Clothing and Accessories Stores,Retail Trade
112618,441,False,SM,2020-07-01,Motor Vehicle and Parts Dealers,Retail Trade
6366,443,False,SM,2020-07-01,Electronics and Appliance Stores,Retail Trade
61108,452,False,SM,2020-07-01,General Merchandise Stores,Retail Trade
7796,451,False,SM,2020-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
103469,441X,False,SM,2020-07-01,Auto and Other Motor Vehicles,Retail Trade
83102,454,False,SM,2020-07-01,Nonstore Retailers,Nonstore Trade
38876,447,False,SM,2020-07-01,Gasoline Stations,Retail Trade
549597,44X72,False,SM,2020-07-01,Retail Trade and Food Services,Retail and Food Services
436979,44Y72,False,SM,2020-07-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
73510,445,False,SM,2020-07-01,Food and Beverage Stores,Retail Trade
9251,4521E,False,SM,2020-07-01,Department Stores,Retail Trade
30169,446,False,SM,2020-07-01,Health and Personal Care Stores,Retail Trade
57527,722,False,SM,2020-07-01,Food Services and Drinking Places,Food Services
59693,722,False,SM,2020-08-01,Food Services and Drinking Places,Food Services
38689,447,False,SM,2020-08-01,Gasoline Stations,Retail Trade
63136,4451,False,SM,2020-08-01,Grocery Stores,Retail Trade
434345,44Y72,False,SM,2020-08-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
9763,4521E,False,SM,2020-08-01,Department Stores,Retail Trade
10929,442,False,SM,2020-08-01,Furniture and Home Furnishings Stores,Retail Trade
18672,448,False,SM,2020-08-01,Clothing and Accessories Stores,Retail Trade
82329,454,False,SM,2020-08-01,Nonstore Retailers,Nonstore Trade
36253,444,False,SM,2020-08-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
70868,445,False,SM,2020-08-01,Food and Beverage Stores,Retail Trade
29359,446,False,SM,2020-08-01,Health and Personal Care Stores,Retail Trade
103147,441X,False,SM,2020-08-01,Auto and Other Motor Vehicles,Retail Trade
486727,44000,False,SM,2020-08-01,Retail Trade,Retail Trade
546420,44X72,False,SM,2020-08-01,Retail Trade and Food Services,Retail and Food Services
395656,44W72,False,SM,2020-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
11624,453,False,SM,2020-08-01,Miscellaneous Store Retailers,Retail Trade
7912,451,False,SM,2020-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
112075,441,False,SM,2020-08-01,Motor Vehicle and Parts Dealers,Retail Trade
507731,44Z72,False,SM,2020-08-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
61371,452,False,SM,2020-08-01,General Merchandise Stores,Retail Trade
6646,443,False,SM,2020-08-01,Electronics and Appliance Stores,Retail Trade
10906,442,False,SM,2020-09-01,Furniture and Home Furnishings Stores,Retail Trade
473267,44000,False,SM,2020-09-01,Retail Trade,Retail Trade
494266,44Z72,False,SM,2020-09-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
11377,453,False,SM,2020-09-01,Miscellaneous Store Retailers,Retail Trade
422215,44Y72,False,SM,2020-09-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
385082,44W72,False,SM,2020-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
100581,441X,False,SM,2020-09-01,Auto and Other Motor Vehicles,Retail Trade
9073,4521E,False,SM,2020-09-01,Department Stores,Retail Trade
80471,454,False,SM,2020-09-01,Nonstore Retailers,Nonstore Trade
18447,448,False,SM,2020-09-01,Clothing and Accessories Stores,Retail Trade
531399,44X72,False,SM,2020-09-01,Retail Trade and Food Services,Retail and Food Services
57333,452,False,SM,2020-09-01,General Merchandise Stores,Retail Trade
60621,4451,False,SM,2020-09-01,Grocery Stores,Retail Trade
68142,445,False,SM,2020-09-01,Food and Beverage Stores,Retail Trade
36546,444,False,SM,2020-09-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
37133,447,False,SM,2020-09-01,Gasoline Stations,Retail Trade
6276,443,False,SM,2020-09-01,Electronics and Appliance Stores,Retail Trade
7510,451,False,SM,2020-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
58132,722,False,SM,2020-09-01,Food Services and Drinking Places,Food Services
29942,446,False,SM,2020-09-01,Health and Personal Care Stores,Retail Trade
109184,441,False,SM,2020-09-01,Motor Vehicle and Parts Dealers,Retail Trade
553851,44X72,False,SM,2020-10-01,Retail Trade and Food Services,Retail and Food Services
31083,446,False,SM,2020-10-01,Health and Personal Care Stores,Retail Trade
12281,453,False,SM,2020-10-01,Miscellaneous Store Retailers,Retail Trade
7348,451,False,SM,2020-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
102032,441X,False,SM,2020-10-01,Auto and Other Motor Vehicles,Retail Trade
493034,44000,False,SM,2020-10-01,Retail Trade,Retail Trade
37209,444,False,SM,2020-10-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
86719,454,False,SM,2020-10-01,Nonstore Retailers,Nonstore Trade
515844,44Z72,False,SM,2020-10-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
62630,4451,False,SM,2020-10-01,Grocery Stores,Retail Trade
405105,44W72,False,SM,2020-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
70465,445,False,SM,2020-10-01,Food and Beverage Stores,Retail Trade
110739,441,False,SM,2020-10-01,Motor Vehicle and Parts Dealers,Retail Trade
61947,452,False,SM,2020-10-01,General Merchandise Stores,Retail Trade
60817,722,False,SM,2020-10-01,Food Services and Drinking Places,Food Services
10879,442,False,SM,2020-10-01,Furniture and Home Furnishings Stores,Retail Trade
6669,443,False,SM,2020-10-01,Electronics and Appliance Stores,Retail Trade
9608,4521E,False,SM,2020-10-01,Department Stores,Retail Trade
19688,448,False,SM,2020-10-01,Clothing and Accessories Stores,Retail Trade
443112,44Y72,False,SM,2020-10-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
38007,447,False,SM,2020-10-01,Gasoline Stations,Retail Trade
544214,44X72,False,SM,2020-11-01,Retail Trade and Food Services,Retail and Food Services
53763,722,False,SM,2020-11-01,Food Services and Drinking Places,Food Services
34183,447,False,SM,2020-11-01,Gasoline Stations,Retail Trade
8136,451,False,SM,2020-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
11160,4521E,False,SM,2020-11-01,Department Stores,Retail Trade
98701,454,False,SM,2020-11-01,Nonstore Retailers,Nonstore Trade
64678,452,False,SM,2020-11-01,General Merchandise Stores,Retail Trade
444776,44Y72,False,SM,2020-11-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
29056,446,False,SM,2020-11-01,Health and Personal Care Stores,Retail Trade
11446,453,False,SM,2020-11-01,Miscellaneous Store Retailers,Retail Trade
490451,44000,False,SM,2020-11-01,Retail Trade,Retail Trade
510031,44Z72,False,SM,2020-11-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
34338,444,False,SM,2020-11-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
10933,442,False,SM,2020-11-01,Furniture and Home Furnishings Stores,Retail Trade
70516,445,False,SM,2020-11-01,Food and Beverage Stores,Retail Trade
8069,443,False,SM,2020-11-01,Electronics and Appliance Stores,Retail Trade
410593,44W72,False,SM,2020-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
20957,448,False,SM,2020-11-01,Clothing and Accessories Stores,Retail Trade
91569,441X,False,SM,2020-11-01,Auto and Other Motor Vehicles,Retail Trade
99438,441,False,SM,2020-11-01,Motor Vehicle and Parts Dealers,Retail Trade
62610,4451,False,SM,2020-11-01,Grocery Stores,Retail Trade
11744,442,False,SM,2020-12-01,Furniture and Home Furnishings Stores,Retail Trade
53928,722,False,SM,2020-12-01,Food Services and Drinking Places,Food Services
574622,44Z72,False,SM,2020-12-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
13287,453,False,SM,2020-12-01,Miscellaneous Store Retailers,Retail Trade
462530,44W72,False,SM,2020-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
36352,447,False,SM,2020-12-01,Gasoline Stations,Retail Trade
9227,443,False,SM,2020-12-01,Electronics and Appliance Stores,Retail Trade
31488,448,False,SM,2020-12-01,Clothing and Accessories Stores,Retail Trade
14639,4521E,False,SM,2020-12-01,Department Stores,Retail Trade
498882,44Y72,False,SM,2020-12-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
65824,4451,False,SM,2020-12-01,Grocery Stores,Retail Trade
112092,441,False,SM,2020-12-01,Motor Vehicle and Parts Dealers,Retail Trade
10918,451,False,SM,2020-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
104192,441X,False,SM,2020-12-01,Auto and Other Motor Vehicles,Retail Trade
75432,452,False,SM,2020-12-01,General Merchandise Stores,Retail Trade
34252,444,False,SM,2020-12-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
557046,44000,False,SM,2020-12-01,Retail Trade,Retail Trade
112021,454,False,SM,2020-12-01,Nonstore Retailers,Nonstore Trade
610974,44X72,False,SM,2020-12-01,Retail Trade and Food Services,Retail and Food Services
76005,445,False,SM,2020-12-01,Food and Beverage Stores,Retail Trade
34228,446,False,SM,2020-12-01,Health and Personal Care Stores,Retail Trade
516870,44X72,False,SM,2021-01-01,Retail Trade and Food Services,Retail and Food Services
54876,722,False,SM,2021-01-01,Food Services and Drinking Places,Food Services
58902,452,False,SM,2021-01-01,General Merchandise Stores,Retail Trade
379560,44W72,False,SM,2021-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
10434,442,False,SM,2021-01-01,Furniture and Home Furnishings Stores,Retail Trade
461994,44000,False,SM,2021-01-01,Retail Trade,Retail Trade
6798,443,False,SM,2021-01-01,Electronics and Appliance Stores,Retail Trade
70607,445,False,SM,2021-01-01,Food and Beverage Stores,Retail Trade
63726,4451,False,SM,2021-01-01,Grocery Stores,Retail Trade
7162,451,False,SM,2021-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
84262,454,False,SM,2021-01-01,Nonstore Retailers,Nonstore Trade
10551,453,False,SM,2021-01-01,Miscellaneous Store Retailers,Retail Trade
480020,44Z72,False,SM,2021-01-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
100460,441,False,SM,2021-01-01,Motor Vehicle and Parts Dealers,Retail Trade
92691,441X,False,SM,2021-01-01,Auto and Other Motor Vehicles,Retail Trade
416410,44Y72,False,SM,2021-01-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
15420,448,False,SM,2021-01-01,Clothing and Accessories Stores,Retail Trade
36850,447,False,SM,2021-01-01,Gasoline Stations,Retail Trade
29600,446,False,SM,2021-01-01,Health and Personal Care Stores,Retail Trade
30948,444,False,SM,2021-01-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
8338,4521E,False,SM,2021-01-01,Department Stores,Retail Trade
64935,445,False,SM,2021-02-01,Food and Beverage Stores,Retail Trade
53233,452,False,SM,2021-02-01,General Merchandise Stores,Retail Trade
16064,448,False,SM,2021-02-01,Clothing and Accessories Stores,Retail Trade
58205,4451,False,SM,2021-02-01,Grocery Stores,Retail Trade
355024,44W72,False,SM,2021-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
91606,441X,False,SM,2021-02-01,Auto and Other Motor Vehicles,Retail Trade
79005,454,False,SM,2021-02-01,Nonstore Retailers,Nonstore Trade
27755,446,False,SM,2021-02-01,Health and Personal Care Stores,Retail Trade
390924,44Y72,False,SM,2021-02-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
490015,44X72,False,SM,2021-02-01,Retail Trade and Food Services,Retail and Food Services
9903,442,False,SM,2021-02-01,Furniture and Home Furnishings Stores,Retail Trade
10142,453,False,SM,2021-02-01,Miscellaneous Store Retailers,Retail Trade
99091,441,False,SM,2021-02-01,Motor Vehicle and Parts Dealers,Retail Trade
7964,4521E,False,SM,2021-02-01,Department Stores,Retail Trade
437538,44000,False,SM,2021-02-01,Retail Trade,Retail Trade
6088,443,False,SM,2021-02-01,Electronics and Appliance Stores,Retail Trade
52477,722,False,SM,2021-02-01,Food Services and Drinking Places,Food Services
35900,447,False,SM,2021-02-01,Gasoline Stations,Retail Trade
454115,44Z72,False,SM,2021-02-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
6013,451,False,SM,2021-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
29409,444,False,SM,2021-02-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
45694,447,False,SM,2021-03-01,Gasoline Stations,Retail Trade
628208,44X72,False,SM,2021-03-01,Retail Trade and Food Services,Retail and Food Services
582514,44Z72,False,SM,2021-03-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
33600,446,False,SM,2021-03-01,Health and Personal Care Stores,Retail Trade
141782,441,False,SM,2021-03-01,Motor Vehicle and Parts Dealers,Retail Trade
486426,44Y72,False,SM,2021-03-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
94264,454,False,SM,2021-03-01,Nonstore Retailers,Nonstore Trade
63878,4451,False,SM,2021-03-01,Grocery Stores,Retail Trade
43231,444,False,SM,2021-03-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
440732,44W72,False,SM,2021-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
10855,4521E,False,SM,2021-03-01,Department Stores,Retail Trade
131380,441X,False,SM,2021-03-01,Auto and Other Motor Vehicles,Retail Trade
