monthly_sales,category_code,time,category_name,high_level_category,is_subset,cv
7790.0,451,2020-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
70133.0,445,2020-09-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
62303.0,4451,2020-09-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
43898.0,45291,2020-09-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
470.0,44811,2020-09-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
79367.0,4541,2020-09-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
110872.0,441,2020-09-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
36819.0,444,2020-09-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
3013.0,4482,2020-09-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
440259.0,44Y72,2020-09-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
7720.0,45299,2020-09-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
14331.0,4481,2020-09-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
102320.0,441X,2020-09-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
10258.0,4521E,2020-09-01,Department Stores,Department Stores,False,0.08625376047961941
491386.0,44000,2020-09-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
20719.0,448,2020-09-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
30429.0,446,2020-09-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
403675.0,44W72,2020-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
87335.0,454,2020-09-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
438994.0,44Y72,2020-10-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
30384.0,446,2020-10-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
31679.0,4441,2020-10-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
36510.0,447,2020-10-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
2929.0,4482,2020-10-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
8245.0,4413,2020-10-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
7657.0,45299,2020-10-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
512761.0,44Z72,2020-10-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
2817.0,44812,2020-10-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
3010.0,44831,2020-10-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
489705.0,44000,2020-10-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
43693.0,45291,2020-10-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
61206.0,452,2020-10-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
102032.0,441X,2020-10-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
7686.0,451,2020-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
379428.0,4400A,2020-10-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
11542.0,453,2020-10-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
25458.0,44611,2020-10-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
109101.0,4400C,2020-10-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
59566.0,722,2020-10-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
20229.0,448,2020-10-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
NULL,44811,2020-10-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
61887.0,4451,2020-10-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
36278.0,444,2020-10-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
14034.0,4481,2020-10-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
549271.0,44X72,2020-10-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
79907.0,4541,2020-10-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
6998.0,443,2020-10-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
51350.0,4529,2020-10-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
2327.0,45431,2020-10-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
10666.0,442,2020-10-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
88301.0,454,2020-10-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
9856.0,4521E,2020-10-01,Department Stores,Department Stores,False,0.08625376047961941
69628.0,445,2020-10-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
5640.0,4453,2020-10-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
110277.0,441,2020-10-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
402484.0,44W72,2020-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
17664.0,4423X,2020-10-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
43648.0,45291,2020-11-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
70535.0,445,2020-11-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
36532.0,444,2020-11-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
378072.0,4400A,2020-11-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
7533.0,45299,2020-11-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
2678.0,4482,2020-11-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
13283.0,4481,2020-11-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
399673.0,44W72,2020-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
8257.0,4413,2020-11-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
81347.0,4541,2020-11-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
109215.0,441,2020-11-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
89028.0,454,2020-11-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
29955.0,446,2020-11-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
9636.0,4521E,2020-11-01,Department Stores,Department Stores,False,0.08625376047961941
2195.0,45431,2020-11-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
487287.0,44000,2020-11-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
7590.0,451,2020-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
100958.0,441X,2020-11-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
57134.0,722,2020-11-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
5664.0,4453,2020-11-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
35533.0,447,2020-11-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
107110.0,4400C,2020-11-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
31898.0,4441,2020-11-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
3067.0,44831,2020-11-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
17182.0,4423X,2020-11-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
11625.0,453,2020-11-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
10452.0,442,2020-11-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
508888.0,44Z72,2020-11-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
19275.0,448,2020-11-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
51181.0,4529,2020-11-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
435206.0,44Y72,2020-11-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
25140.0,44611,2020-11-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
6730.0,443,2020-11-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
60817.0,452,2020-11-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
544421.0,44X72,2020-11-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
2635.0,44812,2020-11-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
62798.0,4451,2020-11-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
NULL,44811,2020-11-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
103058.0,441X,2020-12-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
3239.0,44831,2020-12-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
70450.0,445,2020-12-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
43972.0,45291,2020-12-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
549300.0,44X72,2020-12-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
9704.0,4521E,2020-12-01,Department Stores,Department Stores,False,0.08625376047961941
51337.0,4529,2020-12-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
62749.0,4451,2020-12-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
2875.0,4482,2020-12-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
10657.0,442,2020-12-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
399082.0,44W72,2020-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
5586.0,4453,2020-12-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
8281.0,4413,2020-12-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
13711.0,4481,2020-12-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
20072.0,448,2020-12-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
61041.0,452,2020-12-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
2702.0,44812,2020-12-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
437961.0,44Y72,2020-12-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
30157.0,446,2020-12-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
31880.0,4441,2020-12-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
7365.0,45299,2020-12-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
6471.0,443,2020-12-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
90106.0,454,2020-12-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
495533.0,44000,2020-12-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
384194.0,4400A,2020-12-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
17128.0,4423X,2020-12-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
108130.0,4400C,2020-12-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
53767.0,722,2020-12-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
513.0,44811,2020-12-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
36471.0,444,2020-12-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
111339.0,441,2020-12-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
25254.0,44611,2020-12-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
12255.0,453,2020-12-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
510421.0,44Z72,2020-12-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
7635.0,451,2020-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
2487.0,45431,2020-12-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
38879.0,447,2020-12-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
82340.0,4541,2020-12-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
5900.0,4453,2021-01-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
529566.0,44Z72,2021-01-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
46861.0,45291,2021-01-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
