monthly_sales,category_code,time,category_name,high_level_category,is_subset
70516.0,445,2020-11-01,Food and Beverage Stores,Food and Beverage Stores,False
7184.0,44831,2020-12-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True
2520.0,45112,2020-12-01,"Hobby, Toy, and Game Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
76005.0,445,2020-12-01,Food and Beverage Stores,Food and Beverage Stores,False
6617.0,45111,2020-12-01,Sporting Goods Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
3594.0,45431,2020-12-01,Fuel Dealers,Gasoline Stations,True
11744.0,442,2020-12-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False
3953.0,4482,2020-12-01,Shoe Stores,Clothing and Clothing Accessories Stores,True
462530.0,44W72,2020-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True
11018.0,452112E,2020-12-01,Discount Department Stores,Department Stores,True
9227.0,443,2020-12-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False
1894.0,45322,2020-12-01,"Gift, Novelty, and Souvenir Stores",Miscellaneous Store Retailers,True
3661.0,44812,2020-12-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True
14639.0,4521E,2020-12-01,Department Stores,Department Stores,False
1563.0,45330,2020-12-01,Used Merchandise Stores,Miscellaneous Store Retailers,True
444954.0,4400A,2020-12-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True
104192.0,441X,2020-12-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True
28839.0,72251X,2020-12-01,Limited Service Eating Places,Food Services and Drinking Places,True
10918.0,451,2020-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False
610974.0,44X72,2020-12-01,Retail Trade and Food Services,Retail Trade and Food Services,False
3621.0,452111E,2020-12-01,Department Stores (Excl. Discount Department Stores),Department Stores,True
53928.0,722,2020-12-01,Food Services and Drinking Places,Food Services and Drinking Places,False
19960.0,4481,2020-12-01,Clothing Stores,Clothing and Clothing Accessories Stores,True
51491.0,45291,2020-12-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True
103090.0,4541,2020-12-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True
11780.0,44814,2020-12-01,Family Clothing Stores,Clothing and Clothing Accessories Stores,True
60793.0,4529,2020-12-01,Other General Merchandise Stores,Other General Merchandise Stores,False
27830.0,44611,2020-12-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True
498882.0,44Y72,2020-12-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True
34228.0,446,2020-12-01,Health and Personal Care Stores,Health and Personal Care Stores,False
1004.0,44412,2020-12-01,Paint and Wallpaper Stores,Building Material and Garden Equipment and Supplies Dealers,True
NULL,442299,2020-12-01,All Other Home Furnishings Stores,Furniture and Home Furnishings Stores,True
29872.0,4441,2020-12-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True
1723.0,443141,2020-12-01,Household Appliance Stores,Electronics and Appliance Stores,True
88980.0,44111,2020-12-01,New Car Dealers,Motor Vehicle and Parts Dealers,True
574622.0,44Z72,2020-12-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True
63149.0,44511,2020-12-01,Supermarkets and Other Grocery (Except Convenience) Stores,Food and Beverage Stores,True
7279.0,4453,2020-12-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True
1684.0,44819,2020-12-01,Other Clothing Stores,Clothing and Clothing Accessories Stores,True
13287.0,453,2020-12-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False
49382.0,7225,2020-12-01,Restaurants and Other Eating Places,Food Services and Drinking Places,True
7504.0,443142,2020-12-01,Electronics Stores,Electronics and Appliance Stores,True
2997.0,44413,2020-12-01,Hardware Stores,Building Material and Garden Equipment and Supplies Dealers,True
141625.0,4400C,2020-12-01,GAFO,Retail Trade and Food Services,True
31488.0,448,2020-12-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False
681.0,44811,2020-12-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True
9034.0,44112,2020-12-01,Used Car Dealers,Motor Vehicle and Parts Dealers,True
848.0,451211,2020-12-01,Book Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
112021.0,454,2020-12-01,Nonstore Retailers,Nonstore Retailers,False
9302.0,45299,2020-12-01,All Other General Merchandise Stores,Other General Merchandise Stores,True
922.0,45321,2020-12-01,Office Supplies and Stationery Stores,Miscellaneous Store Retailers,True
65824.0,4451,2020-12-01,Grocery Stores,Food and Beverage Stores,True
75432.0,452,2020-12-01,General Merchandise Stores,General Merchandise Stores,False
2816.0,4532,2020-12-01,"Office Supplies, Stationery, and Gift Stores",Miscellaneous Store Retailers,True
6106.0,4421,2020-12-01,Furniture Stores,Furniture and Home Furnishings Stores,True
36352.0,447,2020-12-01,Gasoline Stations,Gasoline Stations,False
98014.0,4411,2020-12-01,Automobile Dealers,Motor Vehicle and Parts Dealers,True
20971.0,4423X,2020-12-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False
112092.0,441,2020-12-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False
NULL,4422,2020-12-01,Home Furnishings Stores,Furniture and Home Furnishings Stores,True
557046.0,44000,2020-12-01,Retail Trade,Retail Trade and Food Services,True
34252.0,444,2020-12-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False
7900.0,4413,2020-12-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True
2326.0,44831,2021-01-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True
5785.0,44814,2021-01-01,Family Clothing Stores,Clothing and Clothing Accessories Stores,True
1182.0,44819,2021-01-01,Other Clothing Stores,Clothing and Clothing Accessories Stores,True
416410.0,44Y72,2021-01-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True
100551.0,4400C,2021-01-01,GAFO,Retail Trade and Food Services,True
461994.0,44000,2021-01-01,Retail Trade,Retail Trade and Food Services,True
2181.0,44812,2021-01-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True
43862.0,45291,2021-01-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True
25088.0,44611,2021-01-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True
6702.0,45299,2021-01-01,All Other General Merchandise Stores,Other General Merchandise Stores,True
480020.0,44Z72,2021-01-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True
58902.0,452,2021-01-01,General Merchandise Stores,General Merchandise Stores,False
63726.0,4451,2021-01-01,Grocery Stores,Food and Beverage Stores,True
17232.0,4423X,2021-01-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False
15420.0,448,2021-01-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False
70607.0,445,2021-01-01,Food and Beverage Stores,Food and Beverage Stores,False
2247.0,4482,2021-01-01,Shoe Stores,Clothing and Clothing Accessories Stores,True
361534.0,4400A,2021-01-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True
7000.0,452112E,2021-01-01,Discount Department Stores,Department Stores,True
NULL,4422,2021-01-01,Home Furnishings Stores,Furniture and Home Furnishings Stores,True
1541.0,45112,2021-01-01,"Hobby, Toy, and Game Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
7162.0,451,2021-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False
4144.0,45111,2021-01-01,Sporting Goods Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
379560.0,44W72,2021-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True
6108.0,4421,2021-01-01,Furniture Stores,Furniture and Home Furnishings Stores,True
84262.0,454,2021-01-01,Nonstore Retailers,Nonstore Retailers,False
896.0,45321,2021-01-01,Office Supplies and Stationery Stores,Miscellaneous Store Retailers,True
10434.0,442,2021-01-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False
50564.0,4529,2021-01-01,Other General Merchandise Stores,Other General Merchandise Stores,False
10633.0,4481,2021-01-01,Clothing Stores,Clothing and Clothing Accessories Stores,True
8338.0,4521E,2021-01-01,Department Stores,Department Stores,False
391.0,44811,2021-01-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True
767.0,451211,2021-01-01,Book Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
516870.0,44X72,2021-01-01,Retail Trade and Food Services,Retail Trade and Food Services,False
1338.0,452111E,2021-01-01,Department Stores (Excl. Discount Department Stores),Department Stores,True
36850.0,447,2021-01-01,Gasoline Stations,Gasoline Stations,False
29600.0,446,2021-01-01,Health and Personal Care Stores,Health and Personal Care Stores,False
939.0,45322,2021-01-01,"Gift, Novelty, and Souvenir Stores",Miscellaneous Store Retailers,True
100460.0,441,2021-01-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False
10047.0,44112,2021-01-01,Used Car Dealers,Motor Vehicle and Parts Dealers,True
92691.0,441X,2021-01-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True
980.0,44412,2021-01-01,Paint and Wallpaper Stores,Building Material and Garden Equipment and Supplies Dealers,True
87065.0,4411,2021-01-01,Automobile Dealers,Motor Vehicle and Parts Dealers,True
1624.0,443141,2021-01-01,Household Appliance Stores,Electronics and Appliance Stores,True
2487.0,44413,2021-01-01,Hardware Stores,Building Material and Garden Equipment and Supplies Dealers,True
1550.0,45330,2021-01-01,Used Merchandise Stores,Miscellaneous Store Retailers,True
30948.0,444,2021-01-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False
77018.0,44111,2021-01-01,New Car Dealers,Motor Vehicle and Parts Dealers,True
26868.0,4441,2021-01-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True
5056.0,4453,2021-01-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True
61122.0,44511,2021-01-01,Supermarkets and Other Grocery (Except Convenience) Stores,Food and Beverage Stores,True
5174.0,443142,2021-01-01,Electronics Stores,Electronics and Appliance Stores,True
54876.0,722,2021-01-01,Food Services and Drinking Places,Food Services and Drinking Places,False
NULL,442299,2021-01-01,All Other Home Furnishings Stores,Furniture and Home Furnishings Stores,True
3965.0,45431,2021-01-01,Fuel Dealers,Gasoline Stations,True
50362.0,7225,2021-01-01,Restaurants and Other Eating Places,Food Services and Drinking Places,True
28704.0,72251X,2021-01-01,Limited Service Eating Places,Food Services and Drinking Places,True
1835.0,4532,2021-01-01,"Office Supplies, Stationery, and Gift Stores",Miscellaneous Store Retailers,True
7769.0,4413,2021-01-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True
10551.0,453,2021-01-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False
6798.0,443,2021-01-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False
75504.0,4541,2021-01-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True
38971.0,45291,2021-02-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True
1335.0,45112,2021-02-01,"Hobby, Toy, and Game Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
950.0,44412,2021-02-01,Paint and Wallpaper Stores,Building Material and Garden Equipment and Supplies Dealers,True
437538.0,44000,2021-02-01,Retail Trade,Retail Trade and Food Services,True
53233.0,452,2021-02-01,General Merchandise Stores,General Merchandise Stores,False
64935.0,445,2021-02-01,Food and Beverage Stores,Food and Beverage Stores,False
70025.0,4541,2021-02-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True
7485.0,4413,2021-02-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True
4253.0,45431,2021-02-01,Fuel Dealers,Gasoline Stations,True
10766.0,44112,2021-02-01,Used Car Dealers,Motor Vehicle and Parts Dealers,True
52477.0,722,2021-02-01,Food Services and Drinking Places,Food Services and Drinking Places,False
6013.0,451,2021-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False
29409.0,444,2021-02-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False
NULL,4422,2021-02-01,Home Furnishings Stores,Furniture and Home Furnishings Stores,True
91606.0,441X,2021-02-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True
26017.0,72251X,2021-02-01,Limited Service Eating Places,Food Services and Drinking Places,True
4616.0,443142,2021-02-01,Electronics Stores,Electronics and Appliance Stores,True
47552.0,7225,2021-02-01,Restaurants and Other Eating Places,Food Services and Drinking Places,True
35900.0,447,2021-02-01,Gasoline Stations,Gasoline Stations,False
338447.0,4400A,2021-02-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True
1609.0,452111E,2021-02-01,Department Stores (Excl. Discount Department Stores),Department Stores,True
99091.0,441,2021-02-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False
23403.0,44611,2021-02-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True
NULL,442299,2021-02-01,All Other Home Furnishings Stores,Furniture and Home Furnishings Stores,True
1472.0,443141,2021-02-01,Household Appliance Stores,Electronics and Appliance Stores,True
15991.0,4423X,2021-02-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False
6355.0,452112E,2021-02-01,Discount Department Stores,Department Stores,True
27755.0,446,2021-02-01,Health and Personal Care Stores,Health and Personal Care Stores,False
454115.0,44Z72,2021-02-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True
6298.0,45299,2021-02-01,All Other General Merchandise Stores,Other General Merchandise Stores,True
58205.0,4451,2021-02-01,Grocery Stores,Food and Beverage Stores,True
25415.0,4441,2021-02-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True
4924.0,4453,2021-02-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True
79005.0,454,2021-02-01,Nonstore Retailers,Nonstore Retailers,False
7964.0,4521E,2021-02-01,Department Stores,Department Stores,False
93042.0,4400C,2021-02-01,GAFO,Retail Trade and Food Services,True
10669.0,4481,2021-02-01,Clothing Stores,Clothing and Clothing Accessories Stores,True
2177.0,4482,2021-02-01,Shoe Stores,Clothing and Clothing Accessories Stores,True
1741.0,4532,2021-02-01,"Office Supplies, Stationery, and Gift Stores",Miscellaneous Store Retailers,True
392.0,44811,2021-02-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True
6088.0,443,2021-02-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False
421.0,451211,2021-02-01,Book Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
5809.0,44814,2021-02-01,Family Clothing Stores,Clothing and Clothing Accessories Stores,True
9903.0,442,2021-02-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False
490015.0,44X72,2021-02-01,Retail Trade and Food Services,Retail Trade and Food Services,False
2176.0,44812,2021-02-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True
55729.0,44511,2021-02-01,Supermarkets and Other Grocery (Except Convenience) Stores,Food and Beverage Stores,True
1114.0,44819,2021-02-01,Other Clothing Stores,Clothing and Clothing Accessories Stores,True
16064.0,448,2021-02-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False
45269.0,4529,2021-02-01,Other General Merchandise Stores,Other General Merchandise Stores,False
967.0,45322,2021-02-01,"Gift, Novelty, and Souvenir Stores",Miscellaneous Store Retailers,True
5762.0,4421,2021-02-01,Furniture Stores,Furniture and Home Furnishings Stores,True
74494.0,44111,2021-02-01,New Car Dealers,Motor Vehicle and Parts Dealers,True
1479.0,45330,2021-02-01,Used Merchandise Stores,Miscellaneous Store Retailers,True
2320.0,44413,2021-02-01,Hardware Stores,Building Material and Garden Equipment and Supplies Dealers,True
3662.0,45111,2021-02-01,Sporting Goods Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
85260.0,4411,2021-02-01,Automobile Dealers,Motor Vehicle and Parts Dealers,True
10142.0,453,2021-02-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False
355024.0,44W72,2021-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True
390924.0,44Y72,2021-02-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True
2994.0,44831,2021-02-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True
774.0,45321,2021-02-01,Office Supplies and Stationery Stores,Miscellaneous Store Retailers,True
10402.0,4413,2021-03-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True
3702.0,4482,2021-03-01,Shoe Stores,Clothing and Clothing Accessories Stores,True
61303.0,7225,2021-03-01,Restaurants and Other Eating Places,Food Services and Drinking Places,True
9259.0,44814,2021-03-01,Family Clothing Stores,Clothing and Clothing Accessories Stores,True
20241.0,4423X,2021-03-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False
3605.0,45431,2021-03-01,Fuel Dealers,Gasoline Stations,True
NULL,44831,2021-03-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True
23680.0,448,2021-03-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False
486426.0,44Y72,2021-03-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True
1670.0,44819,2021-03-01,Other Clothing Stores,Clothing and Clothing Accessories Stores,True
45694.0,447,2021-03-01,Gasoline Stations,Gasoline Stations,False
32866.0,72251X,2021-03-01,Limited Service Eating Places,Food Services and Drinking Places,True
628208.0,44X72,2021-03-01,Retail Trade and Food Services,Retail Trade and Food Services,False
60978.0,44511,2021-03-01,Supermarkets and Other Grocery (Except Convenience) Stores,Food and Beverage Stores,True
103962.0,44111,2021-03-01,New Car Dealers,Motor Vehicle and Parts Dealers,True
16904.0,44112,2021-03-01,Used Car Dealers,Motor Vehicle and Parts Dealers,True
43231.0,444,2021-03-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False
440732.0,44W72,2021-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True
560731.0,44000,2021-03-01,Retail Trade,Retail Trade and Food Services,True
53804.0,4529,2021-03-01,Other General Merchandise Stores,Other General Merchandise Stores,False
1925.0,45330,2021-03-01,Used Merchandise Stores,Miscellaneous Store Retailers,True
5830.0,45111,2021-03-01,Sporting Goods Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
45696.0,45291,2021-03-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True
8108.0,45299,2021-03-01,All Other General Merchandise Stores,Other General Merchandise Stores,True
120866.0,4411,2021-03-01,Automobile Dealers,Motor Vehicle and Parts Dealers,True
27872.0,44611,2021-03-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True
10855.0,4521E,2021-03-01,Department Stores,Department Stores,False
33600.0,446,2021-03-01,Health and Personal Care Stores,Health and Personal Care Stores,False
16384.0,4481,2021-03-01,Clothing Stores,Clothing and Clothing Accessories Stores,True
582514.0,44Z72,2021-03-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True
501.0,451211,2021-03-01,Book Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
612.0,44811,2021-03-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True
63878.0,4451,2021-03-01,Grocery Stores,Food and Beverage Stores,True
5674.0,4453,2021-03-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True
141782.0,441,2021-03-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False
3295.0,44812,2021-03-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True
5913.0,443142,2021-03-01,Electronics Stores,Electronics and Appliance Stores,True
NULL,442299,2021-03-01,All Other Home Furnishings Stores,Furniture and Home Furnishings Stores,True
7838.0,443,2021-03-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False
418949.0,4400A,2021-03-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True
7241.0,4421,2021-03-01,Furniture Stores,Furniture and Home Furnishings Stores,True
2243.0,452111E,2021-03-01,Department Stores (Excl. Discount Department Stores),Department Stores,True
1925.0,443141,2021-03-01,Household Appliance Stores,Electronics and Appliance Stores,True
67477.0,722,2021-03-01,Food Services and Drinking Places,Food Services and Drinking Places,False
12403.0,442,2021-03-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False
8912.0,451,2021-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False
8612.0,452112E,2021-03-01,Discount Department Stores,Department Stores,True
71706.0,445,2021-03-01,Food and Beverage Stores,Food and Beverage Stores,False
1322.0,45322,2021-03-01,"Gift, Novelty, and Souvenir Stores",Miscellaneous Store Retailers,True
37016.0,4441,2021-03-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True
94264.0,454,2021-03-01,Nonstore Retailers,Nonstore Retailers,False
1354.0,44412,2021-03-01,Paint and Wallpaper Stores,Building Material and Garden Equipment and Supplies Dealers,True
3055.0,44413,2021-03-01,Hardware Stores,Building Material and Garden Equipment and Supplies Dealers,True
119718.0,4400C,2021-03-01,GAFO,Retail Trade and Food Services,True
131380.0,441X,2021-03-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True
1820.0,45112,2021-03-01,"Hobby, Toy, and Game Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
12962.0,453,2021-03-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False
64659.0,452,2021-03-01,General Merchandise Stores,General Merchandise Stores,False
84757.0,4541,2021-03-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True
904.0,45321,2021-03-01,Office Supplies and Stationery Stores,Miscellaneous Store Retailers,True
NULL,4422,2021-03-01,Home Furnishings Stores,Furniture and Home Furnishings Stores,True
2226.0,4532,2021-03-01,"Office Supplies, Stationery, and Gift Stores",Miscellaneous Store Retailers,True
128976.0,441X,2021-04-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True
46462.0,45291,2021-04-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True
440357.0,44W72,2021-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True
5558.0,45111,2021-04-01,Sporting Goods Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
8364.0,451,2021-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False
1352.0,44412,2021-04-01,Paint and Wallpaper Stores,Building Material and Garden Equipment and Supplies Dealers,True
NULL,4422,2021-04-01,Home Furnishings Stores,Furniture and Home Furnishings Stores,True
54566.0,4529,2021-04-01,Other General Merchandise Stores,Other General Merchandise Stores,False
554610.0,44000,2021-04-01,Retail Trade,Retail Trade and Food Services,True
1993.0,45330,2021-04-01,Used Merchandise Stores,Miscellaneous Store Retailers,True
5668.0,4453,2021-04-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True
1615.0,45112,2021-04-01,"Hobby, Toy, and Game Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
46854.0,444,2021-04-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False
101947.0,44111,2021-04-01,New Car Dealers,Motor Vehicle and Parts Dealers,True
39593.0,4441,2021-04-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True
16203.0,4481,2021-04-01,Clothing Stores,Clothing and Clothing Accessories Stores,True
10073.0,4521E,2021-04-01,Department Stores,Department Stores,False
828.0,45321,2021-04-01,Office Supplies and Stationery Stores,Miscellaneous Store Retailers,True
44807.0,447,2021-04-01,Gasoline Stations,Gasoline Stations,False
485164.0,44Y72,2021-04-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True
NULL,442299,2021-04-01,All Other Home Furnishings Stores,Furniture and Home Furnishings Stores,True
117564.0,4400C,2021-04-01,GAFO,Retail Trade and Food Services,True
NULL,44831,2021-04-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True
23161.0,448,2021-04-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False
13199.0,453,2021-04-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False
3378.0,4482,2021-04-01,Shoe Stores,Clothing and Clothing Accessories Stores,True
9163.0,44814,2021-04-01,Family Clothing Stores,Clothing and Clothing Accessories Stores,True
2229.0,4532,2021-04-01,"Office Supplies, Stationery, and Gift Stores",Miscellaneous Store Retailers,True
7322.0,443,2021-04-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False
1531.0,44819,2021-04-01,Other Clothing Stores,Clothing and Clothing Accessories Stores,True
3304.0,44812,2021-04-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True
1401.0,45322,2021-04-01,"Gift, Novelty, and Souvenir Stores",Miscellaneous Store Retailers,True
59984.0,44511,2021-04-01,Supermarkets and Other Grocery (Except Convenience) Stores,Food and Beverage Stores,True
624124.0,44X72,2021-04-01,Retail Trade and Food Services,Retail Trade and Food Services,False
11849.0,442,2021-04-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False
717.0,44811,2021-04-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True
466.0,451211,2021-04-01,Book Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
92717.0,454,2021-04-01,Nonstore Retailers,Nonstore Retailers,False
117960.0,4411,2021-04-01,Automobile Dealers,Motor Vehicle and Parts Dealers,True
3292.0,44413,2021-04-01,Hardware Stores,Building Material and Garden Equipment and Supplies Dealers,True
26907.0,44611,2021-04-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True
16013.0,44112,2021-04-01,Used Car Dealers,Motor Vehicle and Parts Dealers,True
70668.0,445,2021-04-01,Food and Beverage Stores,Food and Beverage Stores,False
62860.0,4451,2021-04-01,Grocery Stores,Food and Beverage Stores,True
5504.0,443142,2021-04-01,Electronics Stores,Electronics and Appliance Stores,True
1818.0,443141,2021-04-01,Household Appliance Stores,Electronics and Appliance Stores,True
579317.0,44Z72,2021-04-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True
7786.0,452112E,2021-04-01,Discount Department Stores,Department Stores,True
19171.0,4423X,2021-04-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False
32070.0,446,2021-04-01,Health and Personal Care Stores,Health and Personal Care Stores,False
33256.0,72251X,2021-04-01,Limited Service Eating Places,Food Services and Drinking Places,True
8104.0,45299,2021-04-01,All Other General Merchandise Stores,Other General Merchandise Stores,True
64639.0,452,2021-04-01,General Merchandise Stores,General Merchandise Stores,False
63009.0,7225,2021-04-01,Restaurants and Other Eating Places,Food Services and Drinking Places,True
2287.0,452111E,2021-04-01,Department Stores (Excl. Discount Department Stores),Department Stores,True
415650.0,4400A,2021-04-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True
6851.0,4421,2021-04-01,Furniture Stores,Furniture and Home Furnishings Stores,True
2495.0,45431,2021-04-01,Fuel Dealers,Gasoline Stations,True
69514.0,722,2021-04-01,Food Services and Drinking Places,Food Services and Drinking Places,False
83948.0,4541,2021-04-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True
