monthly_sales,category_code,time,category_name,high_level_category,is_subset
7337.0,443,2018-10-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False
28638.0,4441,2018-10-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True
1299.0,44819,2018-10-01,Other Clothing Stores,Clothing and Clothing Accessories Stores,True
8438.0,4413,2018-10-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True
2829.0,4482,2018-10-01,Shoe Stores,Clothing and Clothing Accessories Stores,True
57746.0,452,2018-10-01,General Merchandise Stores,General Merchandise Stores,False
15815.0,4481,2018-10-01,Clothing Stores,Clothing and Clothing Accessories Stores,True
3189.0,45111,2018-10-01,Sporting Goods Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
768.0,44811,2018-10-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True
17292.0,4423X,2018-10-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False
40156.0,45291,2018-10-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True
442154.0,44000,2018-10-01,Retail Trade,Retail Trade and Food Services,True
456251.0,44Z72,2018-10-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True
1274.0,45112,2018-10-01,"Hobby, Toy, and Game Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
3361.0,44812,2018-10-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True
5173.0,4421,2018-10-01,Furniture Stores,Furniture and Home Furnishings Stores,True
7676.0,452112E,2018-10-01,Discount Department Stores,Department Stores,True
859.0,45321,2018-10-01,Office Supplies and Stationery Stores,Miscellaneous Store Retailers,True
56070.0,4451,2018-10-01,Grocery Stores,Food and Beverage Stores,True
1565.0,45330,2018-10-01,Used Merchandise Stores,Miscellaneous Store Retailers,True
49746.0,4541,2018-10-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True
357193.0,44W72,2018-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True
3317.0,452111E,2018-10-01,Department Stores (Excl. Discount Department Stores),Department Stores,True
6597.0,45299,2018-10-01,All Other General Merchandise Stores,Other General Merchandise Stores,True
90620.0,441X,2018-10-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True
85213.0,4411,2018-10-01,Automobile Dealers,Motor Vehicle and Parts Dealers,True
46753.0,4529,2018-10-01,Other General Merchandise Stores,Other General Merchandise Stores,False
62594.0,445,2018-10-01,Food and Beverage Stores,Food and Beverage Stores,False
637.0,451211,2018-10-01,Book Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
53419.0,44511,2018-10-01,Supermarkets and Other Grocery (Except Convenience) Stores,Food and Beverage Stores,True
4550.0,4453,2018-10-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True
105197.0,4400C,2018-10-01,GAFO,Retail Trade and Food Services,True
47293.0,447,2018-10-01,Gasoline Stations,Gasoline Stations,False
24740.0,44611,2018-10-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True
2368.0,44413,2018-10-01,Hardware Stores,Building Material and Garden Equipment and Supplies Dealers,True
4782.0,4422,2018-10-01,Home Furnishings Stores,Furniture and Home Furnishings Stores,True
69669.0,454,2018-11-01,Nonstore Retailers,Nonstore Retailers,False
61268.0,4541,2018-11-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True
26070.0,72251X,2018-11-01,Limited Service Eating Places,Food Services and Drinking Places,True
14549.0,4521E,2018-11-01,Department Stores,Department Stores,False
869.0,45321,2018-11-01,Office Supplies and Stationery Stores,Miscellaneous Store Retailers,True
43828.0,45291,2018-11-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True
1637.0,45322,2018-11-01,"Gift, Novelty, and Souvenir Stores",Miscellaneous Store Retailers,True
7488.0,45299,2018-11-01,All Other General Merchandise Stores,Other General Merchandise Stores,True
1433.0,45330,2018-11-01,Used Merchandise Stores,Miscellaneous Store Retailers,True
58728.0,722,2018-11-01,Food Services and Drinking Places,Food Services and Drinking Places,False
9596.0,443,2018-11-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False
50969.0,7225,2018-11-01,Restaurants and Other Eating Places,Food Services and Drinking Places,True
63793.0,445,2018-11-01,Food and Beverage Stores,Food and Beverage Stores,False
87469.0,441X,2018-11-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True
82672.0,4411,2018-11-01,Automobile Dealers,Motor Vehicle and Parts Dealers,True
56795.0,4451,2018-11-01,Grocery Stores,Food and Beverage Stores,True
459625.0,44000,2018-11-01,Retail Trade,Retail Trade and Food Services,True
54291.0,44511,2018-11-01,Supermarkets and Other Grocery (Except Convenience) Stores,Food and Beverage Stores,True
4925.0,4453,2018-11-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True
23756.0,44611,2018-11-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True
10782.0,442,2018-11-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False
10860.0,44814,2018-11-01,Family Clothing Stores,Clothing and Clothing Accessories Stores,True
9698.0,452112E,2018-11-01,Discount Department Stores,Department Stores,True
1683.0,44819,2018-11-01,Other Clothing Stores,Clothing and Clothing Accessories Stores,True
2244.0,44413,2018-11-01,Hardware Stores,Building Material and Garden Equipment and Supplies Dealers,True
51316.0,4529,2018-11-01,Other General Merchandise Stores,Other General Merchandise Stores,False
4851.0,452111E,2018-11-01,Department Stores (Excl. Discount Department Stores),Department Stores,True
840.0,44811,2018-11-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True
663.0,451211,2018-11-01,Book Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
380820.0,44W72,2018-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True
1974.0,45112,2018-11-01,"Hobby, Toy, and Game Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
423001.0,44Y72,2018-11-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True
518353.0,44X72,2018-11-01,Retail Trade and Food Services,Retail Trade and Food Services,False
476172.0,44Z72,2018-11-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True
2730.0,44831,2018-11-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True
7167.0,451,2018-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False
3979.0,44812,2018-11-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True
3672.0,45111,2018-11-01,Sporting Goods Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
3282.0,4482,2018-11-01,Shoe Stores,Clothing and Clothing Accessories Stores,True
19078.0,4481,2018-11-01,Clothing Stores,Clothing and Clothing Accessories Stores,True
26516.0,4441,2018-11-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True
65865.0,452,2018-11-01,General Merchandise Stores,General Merchandise Stores,False
8052.0,443142,2018-11-01,Electronics Stores,Electronics and Appliance Stores,True
25289.0,448,2018-11-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False
11111.0,453,2018-11-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False
20378.0,4423X,2018-11-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False
73723.0,44111,2018-11-01,New Car Dealers,Motor Vehicle and Parts Dealers,True
5277.0,4422,2018-11-01,Home Furnishings Stores,Furniture and Home Furnishings Stores,True
1544.0,443141,2018-11-01,Household Appliance Stores,Electronics and Appliance Stores,True
8949.0,44112,2018-11-01,Used Car Dealers,Motor Vehicle and Parts Dealers,True
7883.0,4413,2018-11-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True
42181.0,447,2018-11-01,Gasoline Stations,Gasoline Stations,False
3158.0,442299,2018-11-01,All Other Home Furnishings Stores,Furniture and Home Furnishings Stores,True
5505.0,4421,2018-11-01,Furniture Stores,Furniture and Home Furnishings Stores,True
28840.0,446,2018-11-01,Health and Personal Care Stores,Health and Personal Care Stores,False
95352.0,441,2018-11-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False
2506.0,4532,2018-11-01,"Office Supplies, Stationery, and Gift Stores",Miscellaneous Store Retailers,True
3495.0,45431,2018-11-01,Fuel Dealers,Gasoline Stations,True
29980.0,444,2018-11-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False
121205.0,4400C,2018-11-01,GAFO,Retail Trade and Food Services,True
925.0,44412,2018-11-01,Paint and Wallpaper Stores,Building Material and Garden Equipment and Supplies Dealers,True
364273.0,4400A,2018-11-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True
1391.0,45330,2018-12-01,Used Merchandise Stores,Miscellaneous Store Retailers,True
392257.0,4400A,2018-12-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True
146293.0,4400C,2018-12-01,GAFO,Retail Trade and Food Services,True
1014.0,44811,2018-12-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True
2086.0,45112,2018-12-01,"Hobby, Toy, and Game Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
50331.0,45291,2018-12-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True
23553.0,4481,2018-12-01,Clothing Stores,Clothing and Clothing Accessories Stores,True
517647.0,44Z72,2018-12-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True
5704.0,4422,2018-12-01,Home Furnishings Stores,Furniture and Home Furnishings Stores,True
27607.0,444,2018-12-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False
2191.0,44819,2018-12-01,Other Clothing Stores,Clothing and Clothing Accessories Stores,True
24040.0,4441,2018-12-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True
2237.0,44413,2018-12-01,Hardware Stores,Building Material and Garden Equipment and Supplies Dealers,True
68243.0,445,2018-12-01,Food and Beverage Stores,Food and Beverage Stores,False
3823.0,442299,2018-12-01,All Other Home Furnishings Stores,Furniture and Home Furnishings Stores,True
93991.0,441X,2018-12-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True
4988.0,45111,2018-12-01,Sporting Goods Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
2084.0,45322,2018-12-01,"Gift, Novelty, and Souvenir Stores",Miscellaneous Store Retailers,True
59404.0,4451,2018-12-01,Grocery Stores,Food and Beverage Stores,True
8668.0,44112,2018-12-01,Used Car Dealers,Motor Vehicle and Parts Dealers,True
6129.0,4453,2018-12-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True
24866.0,44611,2018-12-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True
11134.0,442,2018-12-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False
80913.0,44111,2018-12-01,New Car Dealers,Motor Vehicle and Parts Dealers,True
13645.0,44814,2018-12-01,Family Clothing Stores,Clothing and Clothing Accessories Stores,True
26830.0,72251X,2018-12-01,Limited Service Eating Places,Food Services and Drinking Places,True
12740.0,452112E,2018-12-01,Discount Department Stores,Department Stores,True
804.0,44412,2018-12-01,Paint and Wallpaper Stores,Building Material and Garden Equipment and Supplies Dealers,True
33954.0,448,2018-12-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False
63611.0,4541,2018-12-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True
77925.0,452,2018-12-01,General Merchandise Stores,General Merchandise Stores,False
4217.0,4482,2018-12-01,Shoe Stores,Clothing and Clothing Accessories Stores,True
89581.0,4411,2018-12-01,Automobile Dealers,Motor Vehicle and Parts Dealers,True
101187.0,441,2018-12-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False
62526.0,722,2018-12-01,Food Services and Drinking Places,Food Services and Drinking Places,False
11487.0,453,2018-12-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False
3058.0,4532,2018-12-01,"Office Supplies, Stationery, and Gift Stores",Miscellaneous Store Retailers,True
38323.0,447,2018-12-01,Gasoline Stations,Gasoline Stations,False
72477.0,454,2018-12-01,Nonstore Retailers,Nonstore Retailers,False
56938.0,44511,2018-12-01,Supermarkets and Other Grocery (Except Convenience) Stores,Food and Beverage Stores,True
1415.0,443141,2018-12-01,Household Appliance Stores,Electronics and Appliance Stores,True
9628.0,443142,2018-12-01,Electronics Stores,Electronics and Appliance Stores,True
7196.0,4413,2018-12-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True
22177.0,4423X,2018-12-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False
11043.0,443,2018-12-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False
55109.0,7225,2018-12-01,Restaurants and Other Eating Places,Food Services and Drinking Places,True
5430.0,4421,2018-12-01,Furniture Stores,Furniture and Home Furnishings Stores,True
4049.0,45431,2018-12-01,Fuel Dealers,Gasoline Stations,True
493444.0,44000,2018-12-01,Retail Trade,Retail Trade and Food Services,True
30885.0,446,2018-12-01,Health and Personal Care Stores,Health and Personal Care Stores,False
454783.0,44Y72,2018-12-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True
5848.0,44831,2018-12-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True
555970.0,44X72,2018-12-01,Retail Trade and Food Services,Retail Trade and Food Services,False
19120.0,4521E,2018-12-01,Department Stores,Department Stores,False
9179.0,451,2018-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False
416460.0,44W72,2018-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True
974.0,45321,2018-12-01,Office Supplies and Stationery Stores,Miscellaneous Store Retailers,True
8474.0,45299,2018-12-01,All Other General Merchandise Stores,Other General Merchandise Stores,True
4394.0,44812,2018-12-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True
1120.0,451211,2018-12-01,Book Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
6380.0,452111E,2018-12-01,Department Stores (Excl. Discount Department Stores),Department Stores,True
58805.0,4529,2018-12-01,Other General Merchandise Stores,Other General Merchandise Stores,False
16030.0,4423X,2019-01-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False
632.0,44811,2019-01-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True
2201.0,4482,2019-01-01,Shoe Stores,Clothing and Clothing Accessories Stores,True
8708.0,4521E,2019-01-01,Department Stores,Department Stores,False
49904.0,7225,2019-01-01,Restaurants and Other Eating Places,Food Services and Drinking Places,True
67130.0,44111,2019-01-01,New Car Dealers,Motor Vehicle and Parts Dealers,True
1186.0,44819,2019-01-01,Other Clothing Stores,Clothing and Clothing Accessories Stores,True
1796.0,44831,2019-01-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True
1219.0,443141,2019-01-01,Household Appliance Stores,Electronics and Appliance Stores,True
331097.0,44W72,2019-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True
43324.0,4529,2019-01-01,Other General Merchandise Stores,Other General Merchandise Stores,False
7210.0,443,2019-01-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False
25281.0,72251X,2019-01-01,Limited Service Eating Places,Food Services and Drinking Places,True
455716.0,44X72,2019-01-01,Retail Trade and Food Services,Retail Trade and Food Services,False
37432.0,45291,2019-01-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True
9190.0,44112,2019-01-01,Used Car Dealers,Motor Vehicle and Parts Dealers,True
23497.0,4441,2019-01-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True
80778.0,441X,2019-01-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True
1336.0,45330,2019-01-01,Used Merchandise Stores,Miscellaneous Store Retailers,True
6633.0,44814,2019-01-01,Family Clothing Stores,Clothing and Clothing Accessories Stores,True
52032.0,452,2019-01-01,General Merchandise Stores,General Merchandise Stores,False
2383.0,452111E,2019-01-01,Department Stores (Excl. Discount Department Stores),Department Stores,True
76320.0,4411,2019-01-01,Automobile Dealers,Motor Vehicle and Parts Dealers,True
28871.0,446,2019-01-01,Health and Personal Care Stores,Health and Personal Care Stores,False
3939.0,4453,2019-01-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True
55129.0,44511,2019-01-01,Supermarkets and Other Grocery (Except Convenience) Stores,Food and Beverage Stores,True
57413.0,4451,2019-01-01,Grocery Stores,Food and Beverage Stores,True
63072.0,445,2019-01-01,Food and Beverage Stores,Food and Beverage Stores,False
47806.0,4541,2019-01-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True
24464.0,44611,2019-01-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True
5991.0,443142,2019-01-01,Electronics Stores,Electronics and Appliance Stores,True
6325.0,452112E,2019-01-01,Discount Department Stores,Department Stores,True
36562.0,447,2019-01-01,Gasoline Stations,Gasoline Stations,False
2248.0,442299,2019-01-01,All Other Home Furnishings Stores,Furniture and Home Furnishings Stores,True
367659.0,44Y72,2019-01-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True
4665.0,45431,2019-01-01,Fuel Dealers,Gasoline Stations,True
2059.0,44413,2019-01-01,Hardware Stores,Building Material and Garden Equipment and Supplies Dealers,True
897.0,44412,2019-01-01,Paint and Wallpaper Stores,Building Material and Garden Equipment and Supplies Dealers,True
4185.0,4422,2019-01-01,Home Furnishings Stores,Furniture and Home Furnishings Stores,True
2344.0,44812,2019-01-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True
56440.0,722,2019-01-01,Food Services and Drinking Places,Food Services and Drinking Places,False
5892.0,45299,2019-01-01,All Other General Merchandise Stores,Other General Merchandise Stores,True
26709.0,444,2019-01-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False
4635.0,4421,2019-01-01,Furniture Stores,Furniture and Home Furnishings Stores,True
11930.0,4481,2019-01-01,Clothing Stores,Clothing and Clothing Accessories Stores,True
5556.0,451,2019-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False
9180.0,453,2019-01-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False
1005.0,451211,2019-01-01,Book Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
2052.0,4532,2019-01-01,"Office Supplies, Stationery, and Gift Stores",Miscellaneous Store Retailers,True
1042.0,45322,2019-01-01,"Gift, Novelty, and Souvenir Stores",Miscellaneous Store Retailers,True
1117.0,45112,2019-01-01,"Hobby, Toy, and Game Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
7279.0,4413,2019-01-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True
1010.0,45321,2019-01-01,Office Supplies and Stationery Stores,Miscellaneous Store Retailers,True
399276.0,44000,2019-01-01,Retail Trade,Retail Trade and Food Services,True
88057.0,441,2019-01-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False
419154.0,44Z72,2019-01-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True
2730.0,45111,2019-01-01,Sporting Goods Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
57111.0,454,2019-01-01,Nonstore Retailers,Nonstore Retailers,False
91766.0,4400C,2019-01-01,GAFO,Retail Trade and Food Services,True
311219.0,4400A,2019-01-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True
16096.0,448,2019-01-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False
8820.0,442,2019-01-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False
1328.0,45330,2019-02-01,Used Merchandise Stores,Miscellaneous Store Retailers,True
4010.0,4422,2019-02-01,Home Furnishings Stores,Furniture and Home Furnishings Stores,True
1072.0,45112,2019-02-01,"Hobby, Toy, and Game Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
2501.0,44812,2019-02-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True
50635.0,452,2019-02-01,General Merchandise Stores,General Merchandise Stores,False
53131.0,454,2019-02-01,Nonstore Retailers,Nonstore Retailers,False
3997.0,45431,2019-02-01,Fuel Dealers,Gasoline Stations,True
2652.0,452111E,2019-02-01,Department Stores (Excl. Discount Department Stores),Department Stores,True
5783.0,45299,2019-02-01,All Other General Merchandise Stores,Other General Merchandise Stores,True
44858.0,4541,2019-02-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True
5410.0,443142,2019-02-01,Electronics Stores,Electronics and Appliance Stores,True
90899.0,4400C,2019-02-01,GAFO,Retail Trade and Food Services,True
6456.0,452112E,2019-02-01,Discount Department Stores,Department Stores,True
12489.0,4481,2019-02-01,Clothing Stores,Clothing and Clothing Accessories Stores,True
89807.0,441,2019-02-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False
67617.0,44111,2019-02-01,New Car Dealers,Motor Vehicle and Parts Dealers,True
21117.0,4441,2019-02-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True
295007.0,4400A,2019-02-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True
845.0,44412,2019-02-01,Paint and Wallpaper Stores,Building Material and Garden Equipment and Supplies Dealers,True
1885.0,44413,2019-02-01,Hardware Stores,Building Material and Garden Equipment and Supplies Dealers,True
2089.0,442299,2019-02-01,All Other Home Furnishings Stores,Furniture and Home Furnishings Stores,True
384814.0,44000,2019-02-01,Retail Trade,Retail Trade and Food Services,True
35599.0,447,2019-02-01,Gasoline Stations,Gasoline Stations,False
22729.0,44611,2019-02-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True
1127.0,45322,2019-02-01,"Gift, Novelty, and Souvenir Stores",Miscellaneous Store Retailers,True
57122.0,445,2019-02-01,Food and Beverage Stores,Food and Beverage Stores,False
51505.0,4451,2019-02-01,Grocery Stores,Food and Beverage Stores,True
573.0,451211,2019-02-01,Book Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
49263.0,44511,2019-02-01,Supermarkets and Other Grocery (Except Convenience) Stores,Food and Beverage Stores,True
3919.0,4453,2019-02-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True
77690.0,4411,2019-02-01,Automobile Dealers,Motor Vehicle and Parts Dealers,True
8637.0,442,2019-02-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False
27087.0,446,2019-02-01,Health and Personal Care Stores,Health and Personal Care Stores,False
831.0,45321,2019-02-01,Office Supplies and Stationery Stores,Miscellaneous Store Retailers,True
6938.0,44814,2019-02-01,Family Clothing Stores,Clothing and Clothing Accessories Stores,True
4627.0,4421,2019-02-01,Furniture Stores,Furniture and Home Furnishings Stores,True
82675.0,441X,2019-02-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True
24116.0,444,2019-02-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False
2483.0,44831,2019-02-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True
1200.0,443141,2019-02-01,Household Appliance Stores,Electronics and Appliance Stores,True
9011.0,453,2019-02-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False
2826.0,45111,2019-02-01,Sporting Goods Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",True
315968.0,44W72,2019-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True
405775.0,44Z72,2019-02-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True
6610.0,443,2019-02-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False
41527.0,4529,2019-02-01,Other General Merchandise Stores,Other General Merchandise Stores,False
7132.0,4413,2019-02-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True
24957.0,72251X,2019-02-01,Limited Service Eating Places,Food Services and Drinking Places,True
441374.0,44X72,2019-02-01,Retail Trade and Food Services,Retail Trade and Food Services,False
35744.0,45291,2019-02-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True
10073.0,44112,2019-02-01,Used Car Dealers,Motor Vehicle and Parts Dealers,True
17898.0,448,2019-02-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False
351567.0,44Y72,2019-02-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True
9108.0,4521E,2019-02-01,Department Stores,Department Stores,False
2745.0,4482,2019-02-01,Shoe Stores,Clothing and Clothing Accessories Stores,True
49623.0,7225,2019-02-01,Restaurants and Other Eating Places,Food Services and Drinking Places,True
1958.0,4532,2019-02-01,"Office Supplies, Stationery, and Gift Stores",Miscellaneous Store Retailers,True
56560.0,722,2019-02-01,Food Services and Drinking Places,Food Services and Drinking Places,False
15247.0,4423X,2019-02-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False
594.0,44811,2019-02-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True
1219.0,44819,2019-02-01,Other Clothing Stores,Clothing and Clothing Accessories Stores,True
5161.0,451,2019-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False
736.0,44811,2019-03-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True
1464.0,44819,2019-03-01,Other Clothing Stores,Clothing and Clothing Accessories Stores,True
24008.0,44611,2019-03-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True
47998.0,4529,2019-03-01,Other General Merchandise Stores,Other General Merchandise Stores,False
1292.0,45322,2019-03-01,"Gift, Novelty, and Souvenir Stores",Miscellaneous Store Retailers,True
42168.0,447,2019-03-01,Gasoline Stations,Gasoline Stations,False
7507.0,452112E,2019-03-01,Discount Department Stores,Department Stores,True
2307.0,44413,2019-03-01,Hardware Stores,Building Material and Garden Equipment and Supplies Dealers,True
29585.0,72251X,2019-03-01,Limited Service Eating Places,Food Services and Drinking Places,True
3749.0,45431,2019-03-01,Fuel Dealers,Gasoline Stations,True
21969.0,448,2019-03-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False
1011.0,44412,2019-03-01,Paint and Wallpaper Stores,Building Material and Garden Equipment and Supplies Dealers,True
41411.0,45291,2019-03-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True
65806.0,722,2019-03-01,Food Services and Drinking Places,Food Services and Drinking Places,False
25933.0,4441,2019-03-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True
9103.0,44814,2019-03-01,Family Clothing Stores,Clothing and Clothing Accessories Stores,True
3339.0,44812,2019-03-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True
402137.0,44Y72,2019-03-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True
30005.0,444,2019-03-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False
6247.0,451,2019-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False
63787.0,445,2019-03-01,Food and Beverage Stores,Food and Beverage Stores,False
359969.0,44W72,2019-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True
58590.0,452,2019-03-01,General Merchandise Stores,General Merchandise Stores,False
