cell_value,time_slot_id,data_type_code,category_code,error_data,seasonally_adj,data_type_code,time,us
4848,0,SM,4453,no,yes,SM,2020-01,1
4835,0,SM,4453,no,yes,SM,2020-02,1
5603,0,SM,4453,no,yes,SM,2020-03,1
5154,0,SM,4453,no,yes,SM,2020-04,1
5628,0,SM,4453,no,yes,SM,2020-05,1
5627,0,SM,4453,no,yes,SM,2020-06,1
5669,0,SM,4453,no,yes,SM,2020-07,1
5754,0,SM,4453,no,yes,SM,2020-08,1
5725,0,SM,4453,no,yes,SM,2020-09,1
5640,0,SM,4453,no,yes,SM,2020-10,1
5664,0,SM,4453,no,yes,SM,2020-11,1
5586,0,SM,4453,no,yes,SM,2020-12,1
423094,0,SM,44Y72,no,yes,SM,2020-01,1
422416,0,SM,44Y72,no,yes,SM,2020-02,1
401728,0,SM,44Y72,no,yes,SM,2020-03,1
386584,0,SM,44Y72,no,yes,SM,2020-05,1
420143,0,SM,44Y72,no,yes,SM,2020-06,1
429142,0,SM,44Y72,no,yes,SM,2020-07,1
433213,0,SM,44Y72,no,yes,SM,2020-08,1
42829,0,SM,45291,no,yes,SM,2020-01,1
43074,0,SM,45291,no,yes,SM,2020-02,1
45739,0,SM,45291,no,yes,SM,2020-03,1
42366,0,SM,45291,no,yes,SM,2020-04,1
44271,0,SM,45291,no,yes,SM,2020-05,1
44194,0,SM,45291,no,yes,SM,2020-06,1
44094,0,SM,45291,no,yes,SM,2020-07,1
43061,0,SM,45291,no,yes,SM,2020-08,1
43898,0,SM,45291,no,yes,SM,2020-09,1
43693,0,SM,45291,no,yes,SM,2020-10,1
43648,0,SM,45291,no,yes,SM,2020-11,1
43972,0,SM,45291,no,yes,SM,2020-12,1
415290,0,SM,44W72,no,yes,SM,2021-01,1
403048,0,SM,44W72,no,yes,SM,2021-02,1
439343,0,SM,44W72,no,yes,SM,2021-03,1
443581,0,SM,44W72,no,yes,SM,2021-04,1
439721,0,SM,44W72,no,yes,SM,2021-05,1
448968,0,SM,44W72,no,yes,SM,2021-06,1
443068,0,SM,44W72,no,yes,SM,2021-07,1
449334,0,SM,44W72,no,yes,SM,2021-08,1
450379,0,SM,44W72,no,yes,SM,2021-09,1
456495,0,SM,44W72,no,yes,SM,2021-10,1
460271,0,SM,44W72,no,yes,SM,2021-11,1
456588,0,SM,44W72,no,yes,SM,2021-12,1
20888,0,SM,448,no,yes,SM,2021-01,1
19869,0,SM,448,no,yes,SM,2021-02,1
24261,0,SM,448,no,yes,SM,2021-03,1
24274,0,SM,448,no,yes,SM,2021-04,1
24875,0,SM,448,no,yes,SM,2021-05,1
25868,0,SM,448,no,yes,SM,2021-06,1
25152,0,SM,448,no,yes,SM,2021-07,1
24677,0,SM,448,no,yes,SM,2021-08,1
25076,0,SM,448,no,yes,SM,2021-09,1
25248,0,SM,448,no,yes,SM,2021-10,1
25824,0,SM,448,no,yes,SM,2021-11,1
24718,0,SM,448,no,yes,SM,2021-12,1
14213,0,SM,4481,no,yes,SM,2021-01,1
13730,0,SM,4481,no,yes,SM,2021-02,1
16601,0,SM,4481,no,yes,SM,2021-03,1
16727,0,SM,4481,no,yes,SM,2021-04,1
17092,0,SM,4481,no,yes,SM,2021-05,1
17997,0,SM,4481,no,yes,SM,2021-06,1
17588,0,SM,4481,no,yes,SM,2021-07,1
17197,0,SM,4481,no,yes,SM,2021-08,1
17384,0,SM,4481,no,yes,SM,2021-09,1
17328,0,SM,4481,no,yes,SM,2021-10,1
17729,0,SM,4481,no,yes,SM,2021-11,1
16972,0,SM,4481,no,yes,SM,2021-12,1
489,0,SM,44811,no,yes,SM,2021-01,1
493,0,SM,44811,no,yes,SM,2021-02,1
632,0,SM,44811,no,yes,SM,2021-03,1
641,0,SM,44811,no,yes,SM,2021-04,1
(S),0,SM,44811,no,yes,SM,2021-05,1
(S),0,SM,44811,no,yes,SM,2021-07,1
(S),0,SM,44811,no,yes,SM,2021-08,1
(S),0,SM,44811,no,yes,SM,2021-09,1
(S),0,SM,44811,no,yes,SM,2021-10,1
(S),0,SM,44811,no,yes,SM,2021-11,1
(S),0,SM,44811,no,yes,SM,2021-12,1
2947,0,SM,44812,no,yes,SM,2021-01,1
3159,0,SM,44812,no,yes,SM,2021-03,1
3195,0,SM,44812,no,yes,SM,2021-04,1
3248,0,SM,44812,no,yes,SM,2021-05,1
3565,0,SM,44812,no,yes,SM,2021-06,1
3526,0,SM,44812,no,yes,SM,2021-07,1
3409,0,SM,44812,no,yes,SM,2021-08,1
3418,0,SM,44812,no,yes,SM,2021-09,1
3349,0,SM,44812,no,yes,SM,2021-10,1
3376,0,SM,44812,no,yes,SM,2021-11,1
3220,0,SM,44812,no,yes,SM,2021-12,1
456234,0,SM,44Y72,no,yes,SM,2021-01,1
444792,0,SM,44Y72,no,yes,SM,2021-02,1
485780,0,SM,44Y72,no,yes,SM,2021-03,1
488795,0,SM,44Y72,no,yes,SM,2021-04,1
485306,0,SM,44Y72,no,yes,SM,2021-05,1
495623,0,SM,44Y72,no,yes,SM,2021-06,1
490570,0,SM,44Y72,no,yes,SM,2021-07,1
497954,0,SM,44Y72,no,yes,SM,2021-08,1
500530,0,SM,44Y72,no,yes,SM,2021-09,1
508378,0,SM,44Y72,no,yes,SM,2021-10,1
513205,0,SM,44Y72,no,yes,SM,2021-11,1
510926,0,SM,44Y72,no,yes,SM,2021-12,1
40944,0,SM,447,no,yes,SM,2021-01,1
41744,0,SM,447,no,yes,SM,2021-02,1
46437,0,SM,447,no,yes,SM,2021-03,1
45214,0,SM,447,no,yes,SM,2021-04,1
45585,0,SM,447,no,yes,SM,2021-05,1
46655,0,SM,447,no,yes,SM,2021-06,1
47502,0,SM,447,no,yes,SM,2021-07,1
48620,0,SM,447,no,yes,SM,2021-08,1
50151,0,SM,447,no,yes,SM,2021-09,1
51883,0,SM,447,no,yes,SM,2021-10,1
54338,0,SM,447,no,yes,SM,2021-12,1
3199,0,SM,44831,no,yes,SM,2021-01,1
3258,0,SM,44831,no,yes,SM,2021-02,1
(S),0,SM,44831,no,yes,SM,2021-03,1
(S),0,SM,44831,no,yes,SM,2021-04,1
(S),0,SM,44831,no,yes,SM,2021-05,1
(S),0,SM,44831,no,yes,SM,2021-06,1
(S),0,SM,44831,no,yes,SM,2021-07,1
(S),0,SM,44831,no,yes,SM,2021-08,1
(S),0,SM,44831,no,yes,SM,2021-09,1
(S),0,SM,44831,no,yes,SM,2021-10,1
(S),0,SM,44831,no,yes,SM,2021-11,1
(S),0,SM,44831,no,yes,SM,2021-12,1
3224,0,SM,4482,no,yes,SM,2021-01,1
2629,0,SM,4482,no,yes,SM,2021-02,1
3532,0,SM,4482,no,yes,SM,2021-03,1
3515,0,SM,4482,no,yes,SM,2021-04,1
3565,0,SM,4482,no,yes,SM,2021-05,1
3597,0,SM,4482,no,yes,SM,2021-06,1
3247,0,SM,4482,no,yes,SM,2021-07,1
3106,0,SM,4482,no,yes,SM,2021-08,1
3224,0,SM,4482,no,yes,SM,2021-09,1
3223,0,SM,4482,no,yes,SM,2021-10,1
3243,0,SM,4482,no,yes,SM,2021-11,1
3237,0,SM,4482,no,yes,SM,2021-12,1
570510,0,SM,44X72,no,yes,SM,2021-01,1
555489,0,SM,44X72,no,yes,SM,2021-02,1
616348,0,SM,44X72,no,yes,SM,2021-03,1
622705,0,SM,44X72,no,yes,SM,2021-04,1
615543,0,SM,44X72,no,yes,SM,2021-05,1
622125,0,SM,44X72,no,yes,SM,2021-06,1
612647,0,SM,44X72,no,yes,SM,2021-07,1
616892,0,SM,44X72,no,yes,SM,2021-08,1
620529,0,SM,44X72,no,yes,SM,2021-09,1
630562,0,SM,44X72,no,yes,SM,2021-10,1
637775,0,SM,44X72,no,yes,SM,2021-11,1
632515,0,SM,44X72,no,yes,SM,2021-12,1
10442,0,SM,4521E,no,yes,SM,2021-01,1
9849,0,SM,4521E,no,yes,SM,2021-02,1
11232,0,SM,4521E,no,yes,SM,2021-03,1
11129,0,SM,4521E,no,yes,SM,2021-04,1
11300,0,SM,4521E,no,yes,SM,2021-05,1
11500,0,SM,4521E,no,yes,SM,2021-06,1
11286,0,SM,4521E,no,yes,SM,2021-07,1
11245,0,SM,4521E,no,yes,SM,2021-08,1
11283,0,SM,4521E,no,yes,SM,2021-09,1
11437,0,SM,4521E,no,yes,SM,2021-10,1
11344,0,SM,4521E,no,yes,SM,2021-11,1
11177,0,SM,4521E,no,yes,SM,2021-12,1
54618,0,SM,4529,no,yes,SM,2021-01,1
51972,0,SM,4529,no,yes,SM,2021-02,1
55251,0,SM,4529,no,yes,SM,2021-03,1
56242,0,SM,4529,no,yes,SM,2021-04,1
55179,0,SM,4529,no,yes,SM,2021-05,1
54684,0,SM,4529,no,yes,SM,2021-06,1
54931,0,SM,4529,no,yes,SM,2021-07,1
55493,0,SM,4529,no,yes,SM,2021-08,1
55592,0,SM,4529,no,yes,SM,2021-09,1
56364,0,SM,4529,no,yes,SM,2021-10,1
56476,0,SM,4529,no,yes,SM,2021-11,1
56821,0,SM,4529,no,yes,SM,2021-12,1
46861,0,SM,45291,no,yes,SM,2021-01,1
44589,0,SM,45291,no,yes,SM,2021-02,1
47061,0,SM,45291,no,yes,SM,2021-03,1
48097,0,SM,45291,no,yes,SM,2021-04,1
47261,0,SM,45291,no,yes,SM,2021-05,1
46965,0,SM,45291,no,yes,SM,2021-06,1
47243,0,SM,45291,no,yes,SM,2021-07,1
47725,0,SM,45291,no,yes,SM,2021-08,1
47835,0,SM,45291,no,yes,SM,2021-09,1
48467,0,SM,45291,no,yes,SM,2021-10,1
48425,0,SM,45291,no,yes,SM,2021-11,1
48783,0,SM,45291,no,yes,SM,2021-12,1
529566,0,SM,44Z72,no,yes,SM,2021-01,1
513745,0,SM,44Z72,no,yes,SM,2021-02,1
569911,0,SM,44Z72,no,yes,SM,2021-03,1
577491,0,SM,44Z72,no,yes,SM,2021-04,1
569958,0,SM,44Z72,no,yes,SM,2021-05,1
575470,0,SM,44Z72,no,yes,SM,2021-06,1
565145,0,SM,44Z72,no,yes,SM,2021-07,1
568272,0,SM,44Z72,no,yes,SM,2021-08,1
570378,0,SM,44Z72,no,yes,SM,2021-09,1
578679,0,SM,44Z72,no,yes,SM,2021-10,1
584841,0,SM,44Z72,no,yes,SM,2021-11,1
578177,0,SM,44Z72,no,yes,SM,2021-12,1
65060,0,SM,452,no,yes,SM,2021-01,1
61821,0,SM,452,no,yes,SM,2021-02,1
66483,0,SM,452,no,yes,SM,2021-03,1
67371,0,SM,452,no,yes,SM,2021-04,1
66479,0,SM,452,no,yes,SM,2021-05,1
66184,0,SM,452,no,yes,SM,2021-06,1
66217,0,SM,452,no,yes,SM,2021-07,1
66738,0,SM,452,no,yes,SM,2021-08,1
66875,0,SM,452,no,yes,SM,2021-09,1
67801,0,SM,452,no,yes,SM,2021-10,1
67820,0,SM,452,no,yes,SM,2021-11,1
67998,0,SM,452,no,yes,SM,2021-12,1
8436,0,SM,451,no,yes,SM,2021-01,1
7602,0,SM,451,no,yes,SM,2021-02,1
9207,0,SM,451,no,yes,SM,2021-03,1
9013,0,SM,451,no,yes,SM,2021-04,1
8732,0,SM,451,no,yes,SM,2021-05,1
8656,0,SM,451,no,yes,SM,2021-06,1
8434,0,SM,451,no,yes,SM,2021-07,1
8451,0,SM,451,no,yes,SM,2021-08,1
8406,0,SM,451,no,yes,SM,2021-09,1
8414,0,SM,451,no,yes,SM,2021-10,1
8666,0,SM,451,no,yes,SM,2021-11,1
8424,0,SM,451,no,yes,SM,2021-12,1
90483,0,SM,454,no,yes,SM,2021-01,1
87714,0,SM,454,no,yes,SM,2021-02,1
93564,0,SM,454,no,yes,SM,2021-03,1
93681,0,SM,454,no,yes,SM,2021-04,1
91282,0,SM,454,no,yes,SM,2021-05,1
94583,0,SM,454,no,yes,SM,2021-06,1
89228,0,SM,454,no,yes,SM,2021-07,1
93745,0,SM,454,no,yes,SM,2021-08,1
93979,0,SM,454,no,yes,SM,2021-09,1
97034,0,SM,454,no,yes,SM,2021-10,1
98482,0,SM,454,no,yes,SM,2021-11,1
97032,0,SM,454,no,yes,SM,2021-12,1
7757,0,SM,45299,no,yes,SM,2021-01,1
7383,0,SM,45299,no,yes,SM,2021-02,1
8190,0,SM,45299,no,yes,SM,2021-03,1
8145,0,SM,45299,no,yes,SM,2021-04,1
7918,0,SM,45299,no,yes,SM,2021-05,1
7719,0,SM,45299,no,yes,SM,2021-06,1
7688,0,SM,45299,no,yes,SM,2021-07,1
7768,0,SM,45299,no,yes,SM,2021-08,1
7757,0,SM,45299,no,yes,SM,2021-09,1
7897,0,SM,45299,no,yes,SM,2021-10,1
8051,0,SM,45299,no,yes,SM,2021-11,1
8038,0,SM,45299,no,yes,SM,2021-12,1
12148,0,SM,453,no,yes,SM,2021-01,1
11918,0,SM,453,no,yes,SM,2021-02,1
13288,0,SM,453,no,yes,SM,2021-04,1
12641,0,SM,453,no,yes,SM,2021-05,1
13346,0,SM,453,no,yes,SM,2021-06,1
13496,0,SM,453,no,yes,SM,2021-07,1
13644,0,SM,453,no,yes,SM,2021-08,1
13821,0,SM,453,no,yes,SM,2021-09,1
13951,0,SM,453,no,yes,SM,2021-10,1
14106,0,SM,453,no,yes,SM,2021-11,1
14018,0,SM,453,no,yes,SM,2021-12,1
58817,0,SM,722,no,yes,SM,2021-01,1
57289,0,SM,722,no,yes,SM,2021-02,1
65385,0,SM,722,no,yes,SM,2021-03,1
68285,0,SM,722,no,yes,SM,2021-04,1
70254,0,SM,722,no,yes,SM,2021-05,1
73432,0,SM,722,no,yes,SM,2021-06,1
74830,0,SM,722,no,yes,SM,2021-07,1
74752,0,SM,722,no,yes,SM,2021-08,1
74803,0,SM,722,no,yes,SM,2021-09,1
75045,0,SM,722,no,yes,SM,2021-10,1
74367,0,SM,722,no,yes,SM,2021-12,1
82428,0,SM,4541,no,yes,SM,2021-01,1
79214,0,SM,4541,no,yes,SM,2021-02,1
85097,0,SM,4541,no,yes,SM,2021-03,1
84796,0,SM,4541,no,yes,SM,2021-04,1
82720,0,SM,4541,no,yes,SM,2021-05,1
86070,0,SM,4541,no,yes,SM,2021-06,1
80618,0,SM,4541,no,yes,SM,2021-07,1
85459,0,SM,4541,no,yes,SM,2021-08,1
85534,0,SM,4541,no,yes,SM,2021-09,1
87998,0,SM,4541,no,yes,SM,2021-10,1
89532,0,SM,4541,no,yes,SM,2021-11,1
88605,0,SM,4541,no,yes,SM,2021-12,1
2633,0,SM,45431,no,yes,SM,2021-01,1
3116,0,SM,45431,no,yes,SM,2021-02,1
2841,0,SM,45431,no,yes,SM,2021-03,1
2794,0,SM,45431,no,yes,SM,2021-04,1
2864,0,SM,45431,no,yes,SM,2021-05,1
3013,0,SM,45431,no,yes,SM,2021-06,1
3035,0,SM,45431,no,yes,SM,2021-07,1
2911,0,SM,45431,no,yes,SM,2021-08,1
2997,0,SM,45431,no,yes,SM,2021-09,1
3236,0,SM,45431,no,yes,SM,2021-10,1
3269,0,SM,45431,no,yes,SM,2021-11,1
2982,0,SM,45431,no,yes,SM,2021-12,1
571325,0,SM,44000,no,yes,SM,2022-01,1
574609,0,SM,44000,no,yes,SM,2022-02,1
10027,0,SM,4413,no,yes,SM,2022-01,1
9988,0,SM,4413,no,yes,SM,2022-02,1
10062,0,SM,4413,no,yes,SM,2022-03,1
10157,0,SM,4413,no,yes,SM,2022-04,1
10317,0,SM,4413,no,yes,SM,2022-05,1
10247,0,SM,4413,no,yes,SM,2022-07,1
10413,0,SM,4413,no,yes,SM,2022-08,1
10626,0,SM,4413,no,yes,SM,2022-09,1
10515,0,SM,4413,no,yes,SM,2022-10,1
10553,0,SM,4413,no,yes,SM,2022-11,1
585912,0,SM,44000,no,yes,SM,2022-03,1
592141,0,SM,44000,no,yes,SM,2022-04,1
589282,0,SM,44000,no,yes,SM,2022-05,1
593360,0,SM,44000,no,yes,SM,2022-06,1
589039,0,SM,44000,no,yes,SM,2022-07,1
590987,0,SM,44000,no,yes,SM,2022-08,1
588894,0,SM,44000,no,yes,SM,2022-09,1
595839,0,SM,44000,no,yes,SM,2022-10,1
588309,0,SM,44000,no,yes,SM,2022-11,1
581749,0,SM,44000,no,yes,SM,2022-12,1
118803,0,SM,441X,no,yes,SM,2022-01,1
119573,0,SM,441X,no,yes,SM,2022-02,1
118541,0,SM,441X,no,yes,SM,2022-03,1
120719,0,SM,441X,no,yes,SM,2022-04,1
115056,0,SM,441X,no,yes,SM,2022-05,1
115312,0,SM,441X,no,yes,SM,2022-06,1
113203,0,SM,441X,no,yes,SM,2022-07,1
116544,0,SM,441X,no,yes,SM,2022-08,1
118084,0,SM,441X,no,yes,SM,2022-10,1
115254,0,SM,441X,no,yes,SM,2022-11,1
111653,0,SM,441X,no,yes,SM,2022-12,1
442495,0,SM,4400A,no,yes,SM,2022-01,1
445048,0,SM,4400A,no,yes,SM,2022-02,1
457309,0,SM,4400A,no,yes,SM,2022-03,1
461265,0,SM,4400A,no,yes,SM,2022-04,1
463909,0,SM,4400A,no,yes,SM,2022-05,1
467783,0,SM,4400A,no,yes,SM,2022-06,1
465589,0,SM,4400A,no,yes,SM,2022-07,1
464030,0,SM,4400A,no,yes,SM,2022-08,1
462977,0,SM,4400A,no,yes,SM,2022-09,1
467240,0,SM,4400A,no,yes,SM,2022-10,1
462502,0,SM,4400A,no,yes,SM,2022-11,1
459373,0,SM,4400A,no,yes,SM,2022-12,1
122565,0,SM,4400C,no,yes,SM,2022-01,1
124667,0,SM,4400C,no,yes,SM,2022-02,1
127330,0,SM,4400C,no,yes,SM,2022-03,1
129036,0,SM,4400C,no,yes,SM,2022-04,1
128578,0,SM,4400C,no,yes,SM,2022-05,1
129237,0,SM,4400C,no,yes,SM,2022-06,1
127951,0,SM,4400C,no,yes,SM,2022-07,1
129216,0,SM,4400C,no,yes,SM,2022-08,1
129821,0,SM,4400C,no,yes,SM,2022-09,1
130267,0,SM,4400C,no,yes,SM,2022-10,1
128921,0,SM,4400C,no,yes,SM,2022-11,1
127891,0,SM,4400C,no,yes,SM,2022-12,1
128830,0,SM,441,no,yes,SM,2022-01,1
129561,0,SM,441,no,yes,SM,2022-02,1
128603,0,SM,441,no,yes,SM,2022-03,1
130876,0,SM,441,no,yes,SM,2022-04,1
125373,0,SM,441,no,yes,SM,2022-05,1
125577,0,SM,441,no,yes,SM,2022-06,1
123450,0,SM,441,no,yes,SM,2022-07,1
126957,0,SM,441,no,yes,SM,2022-08,1
125917,0,SM,441,no,yes,SM,2022-09,1
128599,0,SM,441,no,yes,SM,2022-10,1
125807,0,SM,441,no,yes,SM,2022-11,1
122376,0,SM,441,no,yes,SM,2022-12,1
11808,0,SM,442,no,yes,SM,2022-01,1
11926,0,SM,442,no,yes,SM,2022-02,1
12056,0,SM,442,no,yes,SM,2022-03,1
12383,0,SM,442,no,yes,SM,2022-04,1
12206,0,SM,442,no,yes,SM,2022-05,1
11989,0,SM,442,no,yes,SM,2022-06,1
11914,0,SM,442,no,yes,SM,2022-07,1
12066,0,SM,442,no,yes,SM,2022-08,1
12218,0,SM,442,no,yes,SM,2022-10,1
11808,0,SM,442,no,yes,SM,2022-11,1
11503,0,SM,442,no,yes,SM,2022-12,1
7454,0,SM,443,no,yes,SM,2022-01,1
7580,0,SM,443,no,yes,SM,2022-02,1
8216,0,SM,443,no,yes,SM,2022-03,1
8459,0,SM,443,no,yes,SM,2022-04,1
8056,0,SM,443,no,yes,SM,2022-05,1
7864,0,SM,443,no,yes,SM,2022-06,1
7984,0,SM,443,no,yes,SM,2022-07,1
7895,0,SM,443,no,yes,SM,2022-08,1
7835,0,SM,443,no,yes,SM,2022-09,1
7800,0,SM,443,no,yes,SM,2022-10,1
7176,0,SM,443,no,yes,SM,2022-11,1
7087,0,SM,443,no,yes,SM,2022-12,1
42376,0,SM,444,no,yes,SM,2022-01,1
42196,0,SM,444,no,yes,SM,2022-02,1
43113,0,SM,444,no,yes,SM,2022-03,1
42996,0,SM,444,no,yes,SM,2022-04,1
42543,0,SM,444,no,yes,SM,2022-05,1
42581,0,SM,444,no,yes,SM,2022-06,1
42692,0,SM,444,no,yes,SM,2022-07,1
43154,0,SM,444,no,yes,SM,2022-08,1
42924,0,SM,444,no,yes,SM,2022-09,1
43297,0,SM,444,no,yes,SM,2022-10,1
41994,0,SM,444,no,yes,SM,2022-11,1
42275,0,SM,444,no,yes,SM,2022-12,1
19262,0,SM,4423X,no,yes,SM,2022-01,1
19506,0,SM,4423X,no,yes,SM,2022-02,1
20272,0,SM,4423X,no,yes,SM,2022-03,1
20842,0,SM,4423X,no,yes,SM,2022-04,1
20262,0,SM,4423X,no,yes,SM,2022-05,1
19853,0,SM,4423X,no,yes,SM,2022-06,1
19898,0,SM,4423X,no,yes,SM,2022-07,1
19961,0,SM,4423X,no,yes,SM,2022-08,1
19762,0,SM,4423X,no,yes,SM,2022-09,1
20018,0,SM,4423X,no,yes,SM,2022-10,1
18984,0,SM,4423X,no,yes,SM,2022-11,1
18590,0,SM,4423X,no,yes,SM,2022-12,1
37149,0,SM,4441,no,yes,SM,2022-01,1
36839,0,SM,4441,no,yes,SM,2022-02,1
37771,0,SM,4441,no,yes,SM,2022-03,1
37766,0,SM,4441,no,yes,SM,2022-04,1
37103,0,SM,4441,no,yes,SM,2022-05,1
37127,0,SM,4441,no,yes,SM,2022-06,1
36984,0,SM,4441,no,yes,SM,2022-07,1
37380,0,SM,4441,no,yes,SM,2022-08,1
37224,0,SM,4441,no,yes,SM,2022-09,1
37570,0,SM,4441,no,yes,SM,2022-10,1
36291,0,SM,4441,no,yes,SM,2022-11,1
36538,0,SM,4441,no,yes,SM,2022-12,1
77429,0,SM,445,no,yes,SM,2022-01,1
77479,0,SM,445,no,yes,SM,2022-02,1
78318,0,SM,445,no,yes,SM,2022-03,1
79299,0,SM,445,no,yes,SM,2022-05,1
79908,0,SM,445,no,yes,SM,2022-06,1
79859,0,SM,445,no,yes,SM,2022-07,1
80268,0,SM,445,no,yes,SM,2022-08,1
80777,0,SM,445,no,yes,SM,2022-09,1
81795,0,SM,445,no,yes,SM,2022-11,1
81576,0,SM,445,no,yes,SM,2022-12,1
69283,0,SM,4451,no,yes,SM,2022-01,1
69294,0,SM,4451,no,yes,SM,2022-02,1
70083,0,SM,4451,no,yes,SM,2022-03,1
70380,0,SM,4451,no,yes,SM,2022-04,1
71182,0,SM,4451,no,yes,SM,2022-05,1
71705,0,SM,4451,no,yes,SM,2022-07,1
71934,0,SM,4451,no,yes,SM,2022-08,1
72470,0,SM,4451,no,yes,SM,2022-09,1
73214,0,SM,4451,no,yes,SM,2022-10,1
73438,0,SM,4451,no,yes,SM,2022-11,1
644034,0,SM,44X72,no,yes,SM,2022-01,1
650522,0,SM,44X72,no,yes,SM,2022-02,1
664167,0,SM,44X72,no,yes,SM,2022-03,1
673245,0,SM,44X72,no,yes,SM,2022-04,1
671040,0,SM,44X72,no,yes,SM,2022-05,1
675702,0,SM,44X72,no,yes,SM,2022-06,1
671067,0,SM,44X72,no,yes,SM,2022-07,1
675107,0,SM,44X72,no,yes,SM,2022-08,1
673312,0,SM,44X72,no,yes,SM,2022-09,1
681748,0,SM,44X72,no,yes,SM,2022-10,1
673674,0,SM,44X72,no,yes,SM,2022-11,1
666734,0,SM,44X72,no,yes,SM,2022-12,1
13919,0,SM,453,no,yes,SM,2022-01,1
14057,0,SM,453,no,yes,SM,2022-02,1
14440,0,SM,453,no,yes,SM,2022-03,1
14476,0,SM,453,no,yes,SM,2022-04,1
14346,0,SM,453,no,yes,SM,2022-05,1
14609,0,SM,453,no,yes,SM,2022-06,1
14382,0,SM,453,no,yes,SM,2022-07,1
14705,0,SM,453,no,yes,SM,2022-08,1
14360,0,SM,453,no,yes,SM,2022-09,1
14236,0,SM,453,no,yes,SM,2022-10,1
13852,0,SM,453,no,yes,SM,2022-11,1
13846,0,SM,453,no,yes,SM,2022-12,1
469715,0,SM,4400A,no,yes,SM,2023-01,1
467768,0,SM,4400A,no,yes,SM,2023-02,1
461446,0,SM,4400A,no,yes,SM,2023-03,1
463979,0,SM,4400A,no,yes,SM,2023-04,1
464735,0,SM,4400A,no,yes,SM,2023-05,1
464565,0,SM,4400A,no,yes,SM,2023-06,1
467213,0,SM,4400A,no,yes,SM,2023-07,1
471330,0,SM,4400A,no,yes,SM,2023-08,1
474803,0,SM,4400A,no,yes,SM,2023-09,1
473816,0,SM,4400A,no,yes,SM,2023-10,1
472910,0,SM,4400A,no,yes,SM,2023-11,1
474976,0,SM,4400A,no,yes,SM,2023-12,1
7647,0,SM,443,no,yes,SM,2023-08,1
7798,0,SM,443,no,yes,SM,2023-09,1
7767,0,SM,443,no,yes,SM,2023-10,1
7508,0,SM,443,no,yes,SM,2023-11,1
7363,0,SM,443,no,yes,SM,2023-12,1
515204,0,SM,44Y72,no,yes,SM,2022-01,1
520961,0,SM,44Y72,no,yes,SM,2022-02,1
535564,0,SM,44Y72,no,yes,SM,2022-03,1
542369,0,SM,44Y72,no,yes,SM,2022-04,1
545667,0,SM,44Y72,no,yes,SM,2022-05,1
550125,0,SM,44Y72,no,yes,SM,2022-06,1
547617,0,SM,44Y72,no,yes,SM,2022-07,1
548150,0,SM,44Y72,no,yes,SM,2022-08,1
547395,0,SM,44Y72,no,yes,SM,2022-09,1
553149,0,SM,44Y72,no,yes,SM,2022-10,1
547867,0,SM,44Y72,no,yes,SM,2022-11,1
544358,0,SM,44Y72,no,yes,SM,2022-12,1
133099,0,SM,4400C,no,yes,SM,2023-01,1
131053,0,SM,4400C,no,yes,SM,2023-02,1
128247,0,SM,4400C,no,yes,SM,2023-03,1
128689,0,SM,4400C,no,yes,SM,2023-04,1
128712,0,SM,4400C,no,yes,SM,2023-05,1
129037,0,SM,4400C,no,yes,SM,2023-06,1
129730,0,SM,4400C,no,yes,SM,2023-07,1
129850,0,SM,4400C,no,yes,SM,2023-08,1
129525,0,SM,4400C,no,yes,SM,2023-09,1
129095,0,SM,4400C,no,yes,SM,2023-10,1
129255,0,SM,4400C,no,yes,SM,2023-11,1
130176,0,SM,4400C,no,yes,SM,2023-12,1
590364,0,SM,44Z72,no,yes,SM,2022-01,1
594494,0,SM,44Z72,no,yes,SM,2022-02,1
600984,0,SM,44Z72,no,yes,SM,2022-03,1
609424,0,SM,44Z72,no,yes,SM,2022-04,1
604361,0,SM,44Z72,no,yes,SM,2022-05,1
607765,0,SM,44Z72,no,yes,SM,2022-06,1
605046,0,SM,44Z72,no,yes,SM,2022-07,1
614053,0,SM,44Z72,no,yes,SM,2022-08,1
614917,0,SM,44Z72,no,yes,SM,2022-09,1
621270,0,SM,44Z72,no,yes,SM,2022-10,1
614047,0,SM,44Z72,no,yes,SM,2022-11,1
610208,0,SM,44Z72,no,yes,SM,2022-12,1
41118,0,SM,444,no,yes,SM,2023-06,1
41014,0,SM,444,no,yes,SM,2023-07,1
41205,0,SM,444,no,yes,SM,2023-08,1
40975,0,SM,444,no,yes,SM,2023-09,1
40763,0,SM,444,no,yes,SM,2023-10,1
40841,0,SM,444,no,yes,SM,2023-11,1
40963,0,SM,444,no,yes,SM,2023-12,1
8236,0,SM,451,no,yes,SM,2022-01,1
8545,0,SM,451,no,yes,SM,2022-02,1
8620,0,SM,451,no,yes,SM,2022-03,1
8550,0,SM,451,no,yes,SM,2022-04,1
8523,0,SM,451,no,yes,SM,2022-05,1
8542,0,SM,451,no,yes,SM,2022-06,1
8534,0,SM,451,no,yes,SM,2022-07,1
8645,0,SM,451,no,yes,SM,2022-08,1
8623,0,SM,451,no,yes,SM,2022-09,1
8682,0,SM,451,no,yes,SM,2022-10,1
8574,0,SM,451,no,yes,SM,2022-11,1
8699,0,SM,451,no,yes,SM,2022-12,1
133781,0,SM,441,no,yes,SM,2023-01,1
