monthly_sales,category_code,time,category_name,high_level_category
8666,451,2021-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
584841,44Z72,2021-11-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
98482,454,2021-11-01,Nonstore Retailers,Nonstore Trade
11344,4521E,2021-11-01,Department Stores,Retail Trade
562175,44000,2021-11-01,Retail Trade,Retail Trade
11920,442,2021-11-01,Furniture and Home Furnishings Stores,Retail Trade
67820,452,2021-11-01,General Merchandise Stores,Retail Trade
114854,441X,2021-11-01,Auto and Other Motor Vehicles,Retail Trade
32870,446,2021-11-01,Health and Personal Care Stores,Retail Trade
460271,44W72,2021-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
76378,445,2021-11-01,Food and Beverage Stores,Retail Trade
124570,441,2021-11-01,Motor Vehicle and Parts Dealers,Retail Trade
7458,443,2021-11-01,Electronics and Appliance Stores,Retail Trade
513205,44Y72,2021-11-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
68218,4451,2021-11-01,Grocery Stores,Retail Trade
52934,447,2021-11-01,Gasoline Stations,Retail Trade
41147,444,2021-11-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
14106,453,2021-11-01,Miscellaneous Store Retailers,Retail Trade
67998,452,2021-12-01,General Merchandise Stores,Retail Trade
578177,44Z72,2021-12-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
111514,441X,2021-12-01,Auto and Other Motor Vehicles,Retail Trade
41298,444,2021-12-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
456588,44W72,2021-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
11177,4521E,2021-12-01,Department Stores,Retail Trade
632515,44X72,2021-12-01,Retail Trade and Food Services,Retail and Food Services
54338,447,2021-12-01,Gasoline Stations,Retail Trade
76948,445,2021-12-01,Food and Beverage Stores,Retail Trade
24718,448,2021-12-01,Clothing and Accessories Stores,Retail Trade
510926,44Y72,2021-12-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
7410,443,2021-12-01,Electronics and Appliance Stores,Retail Trade
68824,4451,2021-12-01,Grocery Stores,Retail Trade
121589,441,2021-12-01,Motor Vehicle and Parts Dealers,Retail Trade
32866,446,2021-12-01,Health and Personal Care Stores,Retail Trade
558148,44000,2021-12-01,Retail Trade,Retail Trade
14018,453,2021-12-01,Miscellaneous Store Retailers,Retail Trade
8424,451,2021-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
97032,454,2021-12-01,Nonstore Retailers,Nonstore Trade
11509,442,2021-12-01,Furniture and Home Furnishings Stores,Retail Trade
74367,722,2021-12-01,Food Services and Drinking Places,Food Services
8236,451,2022-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
72709,722,2022-01-01,Food Services and Drinking Places,Food Services
101825,454,2022-01-01,Nonstore Retailers,Nonstore Trade
13919,453,2022-01-01,Miscellaneous Store Retailers,Retail Trade
77429,445,2022-01-01,Food and Beverage Stores,Retail Trade
128830,441,2022-01-01,Motor Vehicle and Parts Dealers,Retail Trade
69283,4451,2022-01-01,Grocery Stores,Retail Trade
7454,443,2022-01-01,Electronics and Appliance Stores,Retail Trade
42376,444,2022-01-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
11808,442,2022-01-01,Furniture and Home Furnishings Stores,Retail Trade
53670,447,2022-01-01,Gasoline Stations,Retail Trade
644034,44X72,2022-01-01,Retail Trade and Food Services,Retail and Food Services
515204,44Y72,2022-01-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
24050,448,2022-01-01,Clothing and Accessories Stores,Retail Trade
590364,44Z72,2022-01-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
33049,446,2022-01-01,Health and Personal Care Stores,Retail Trade
68679,452,2022-01-01,General Merchandise Stores,Retail Trade
118803,441X,2022-01-01,Auto and Other Motor Vehicles,Retail Trade
461534,44W72,2022-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
11170,4521E,2022-01-01,Department Stores,Retail Trade
571325,44000,2022-01-01,Retail Trade,Retail Trade
464933,44W72,2022-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
24708,448,2022-02-01,Clothing and Accessories Stores,Retail Trade
42196,444,2022-02-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
75913,722,2022-02-01,Food Services and Drinking Places,Food Services
14057,453,2022-02-01,Miscellaneous Store Retailers,Retail Trade
8545,451,2022-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
77479,445,2022-02-01,Food and Beverage Stores,Retail Trade
100238,454,2022-02-01,Nonstore Retailers,Nonstore Trade
594494,44Z72,2022-02-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
119573,441X,2022-02-01,Auto and Other Motor Vehicles,Retail Trade
56028,447,2022-02-01,Gasoline Stations,Retail Trade
32877,446,2022-02-01,Health and Personal Care Stores,Retail Trade
129561,441,2022-02-01,Motor Vehicle and Parts Dealers,Retail Trade
650522,44X72,2022-02-01,Retail Trade and Food Services,Retail and Food Services
11926,442,2022-02-01,Furniture and Home Furnishings Stores,Retail Trade
520961,44Y72,2022-02-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
69294,4451,2022-02-01,Grocery Stores,Retail Trade
574609,44000,2022-02-01,Retail Trade,Retail Trade
69414,452,2022-02-01,General Merchandise Stores,Retail Trade
7580,443,2022-02-01,Electronics and Appliance Stores,Retail Trade
11269,4521E,2022-02-01,Department Stores,Retail Trade
78255,722,2022-03-01,Food Services and Drinking Places,Food Services
472381,44W72,2022-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
25838,448,2022-03-01,Clothing and Accessories Stores,Retail Trade
100514,454,2022-03-01,Nonstore Retailers,Nonstore Trade
600984,44Z72,2022-03-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
8216,443,2022-03-01,Electronics and Appliance Stores,Retail Trade
535564,44Y72,2022-03-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
70083,4451,2022-03-01,Grocery Stores,Retail Trade
11378,4521E,2022-03-01,Department Stores,Retail Trade
43113,444,2022-03-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
70000,452,2022-03-01,General Merchandise Stores,Retail Trade
8620,451,2022-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
78318,445,2022-03-01,Food and Beverage Stores,Retail Trade
14440,453,2022-03-01,Miscellaneous Store Retailers,Retail Trade
12056,442,2022-03-01,Furniture and Home Furnishings Stores,Retail Trade
33011,446,2022-03-01,Health and Personal Care Stores,Retail Trade
63183,447,2022-03-01,Gasoline Stations,Retail Trade
118541,441X,2022-03-01,Auto and Other Motor Vehicles,Retail Trade
664167,44X72,2022-03-01,Retail Trade and Food Services,Retail and Food Services
128603,441,2022-03-01,Motor Vehicle and Parts Dealers,Retail Trade
585912,44000,2022-03-01,Retail Trade,Retail Trade
14476,453,2022-04-01,Miscellaneous Store Retailers,Retail Trade
11495,4521E,2022-04-01,Department Stores,Retail Trade
71187,452,2022-04-01,General Merchandise Stores,Retail Trade
78537,445,2022-04-01,Food and Beverage Stores,Retail Trade
33315,446,2022-04-01,Health and Personal Care Stores,Retail Trade
70380,4451,2022-04-01,Grocery Stores,Retail Trade
478548,44W72,2022-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
25882,448,2022-04-01,Clothing and Accessories Stores,Retail Trade
542369,44Y72,2022-04-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
673245,44X72,2022-04-01,Retail Trade and Food Services,Retail and Food Services
120719,441X,2022-04-01,Auto and Other Motor Vehicles,Retail Trade
592141,44000,2022-04-01,Retail Trade,Retail Trade
63821,447,2022-04-01,Gasoline Stations,Retail Trade
130876,441,2022-04-01,Motor Vehicle and Parts Dealers,Retail Trade
12383,442,2022-04-01,Furniture and Home Furnishings Stores,Retail Trade
101659,454,2022-04-01,Nonstore Retailers,Nonstore Trade
42996,444,2022-04-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
609424,44Z72,2022-04-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
8459,443,2022-04-01,Electronics and Appliance Stores,Retail Trade
81104,722,2022-04-01,Food Services and Drinking Places,Food Services
8550,451,2022-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
115056,441X,2022-05-01,Auto and Other Motor Vehicles,Retail Trade
66679,447,2022-05-01,Gasoline Stations,Retail Trade
79299,445,2022-05-01,Food and Beverage Stores,Retail Trade
42543,444,2022-05-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
8056,443,2022-05-01,Electronics and Appliance Stores,Retail Trade
671040,44X72,2022-05-01,Retail Trade and Food Services,Retail and Food Services
545667,44Y72,2022-05-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
25379,448,2022-05-01,Clothing and Accessories Stores,Retail Trade
604361,44Z72,2022-05-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
101939,454,2022-05-01,Nonstore Retailers,Nonstore Trade
589282,44000,2022-05-01,Retail Trade,Retail Trade
71773,452,2022-05-01,General Merchandise Stores,Retail Trade
8523,451,2022-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
33166,446,2022-05-01,Health and Personal Care Stores,Retail Trade
14346,453,2022-05-01,Miscellaneous Store Retailers,Retail Trade
478988,44W72,2022-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
11492,4521E,2022-05-01,Department Stores,Retail Trade
81758,722,2022-05-01,Food Services and Drinking Places,Food Services
71182,4451,2022-05-01,Grocery Stores,Retail Trade
12206,442,2022-05-01,Furniture and Home Furnishings Stores,Retail Trade
125373,441,2022-05-01,Motor Vehicle and Parts Dealers,Retail Trade
14609,453,2022-06-01,Miscellaneous Store Retailers,Retail Trade
8542,451,2022-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
82342,722,2022-06-01,Food Services and Drinking Places,Food Services
102301,454,2022-06-01,Nonstore Retailers,Nonstore Trade
482188,44W72,2022-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
607765,44Z72,2022-06-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
11400,4521E,2022-06-01,Department Stores,Retail Trade
67937,447,2022-06-01,Gasoline Stations,Retail Trade
115312,441X,2022-06-01,Auto and Other Motor Vehicles,Retail Trade
593360,44000,2022-06-01,Retail Trade,Retail Trade
675702,44X72,2022-06-01,Retail Trade and Food Services,Retail and Food Services
72751,452,2022-06-01,General Merchandise Stores,Retail Trade
125577,441,2022-06-01,Motor Vehicle and Parts Dealers,Retail Trade
550125,44Y72,2022-06-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
71725,4451,2022-06-01,Grocery Stores,Retail Trade
25565,448,2022-06-01,Clothing and Accessories Stores,Retail Trade
11989,442,2022-06-01,Furniture and Home Furnishings Stores,Retail Trade
7864,443,2022-06-01,Electronics and Appliance Stores,Retail Trade
42581,444,2022-06-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
33736,446,2022-06-01,Health and Personal Care Stores,Retail Trade
79908,445,2022-06-01,Food and Beverage Stores,Retail Trade
71705,4451,2022-07-01,Grocery Stores,Retail Trade
113203,441X,2022-07-01,Auto and Other Motor Vehicles,Retail Trade
33973,446,2022-07-01,Health and Personal Care Stores,Retail Trade
605046,44Z72,2022-07-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
481596,44W72,2022-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
8534,451,2022-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
42692,444,2022-07-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
79859,445,2022-07-01,Food and Beverage Stores,Retail Trade
14382,453,2022-07-01,Miscellaneous Store Retailers,Retail Trade
11914,442,2022-07-01,Furniture and Home Furnishings Stores,Retail Trade
7984,443,2022-07-01,Electronics and Appliance Stores,Retail Trade
11305,4521E,2022-07-01,Department Stores,Retail Trade
589039,44000,2022-07-01,Retail Trade,Retail Trade
103264,454,2022-07-01,Nonstore Retailers,Nonstore Trade
66021,447,2022-07-01,Gasoline Stations,Retail Trade
671067,44X72,2022-07-01,Retail Trade and Food Services,Retail and Food Services
82028,722,2022-07-01,Food Services and Drinking Places,Food Services
71997,452,2022-07-01,General Merchandise Stores,Retail Trade
123450,441,2022-07-01,Motor Vehicle and Parts Dealers,Retail Trade
547617,44Y72,2022-07-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
24969,448,2022-07-01,Clothing and Accessories Stores,Retail Trade
33883,446,2022-08-01,Health and Personal Care Stores,Retail Trade
487096,44W72,2022-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
590987,44000,2022-08-01,Retail Trade,Retail Trade
43154,444,2022-08-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
126957,441,2022-08-01,Motor Vehicle and Parts Dealers,Retail Trade
61054,447,2022-08-01,Gasoline Stations,Retail Trade
548150,44Y72,2022-08-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
614053,44Z72,2022-08-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
25259,448,2022-08-01,Clothing and Accessories Stores,Retail Trade
71934,4451,2022-08-01,Grocery Stores,Retail Trade
116544,441X,2022-08-01,Auto and Other Motor Vehicles,Retail Trade
80268,445,2022-08-01,Food and Beverage Stores,Retail Trade
8645,451,2022-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
12066,442,2022-08-01,Furniture and Home Furnishings Stores,Retail Trade
675107,44X72,2022-08-01,Retail Trade and Food Services,Retail and Food Services
7895,443,2022-08-01,Electronics and Appliance Stores,Retail Trade
84120,722,2022-08-01,Food Services and Drinking Places,Food Services
14705,453,2022-08-01,Miscellaneous Store Retailers,Retail Trade
72566,452,2022-08-01,General Merchandise Stores,Retail Trade
11402,4521E,2022-08-01,Department Stores,Retail Trade
104535,454,2022-08-01,Nonstore Retailers,Nonstore Trade
42924,444,2022-09-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
547395,44Y72,2022-09-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
11566,4521E,2022-09-01,Department Stores,Retail Trade
11927,442,2022-09-01,Furniture and Home Furnishings Stores,Retail Trade
125917,441,2022-09-01,Motor Vehicle and Parts Dealers,Retail Trade
105118,454,2022-09-01,Nonstore Retailers,Nonstore Trade
7835,443,2022-09-01,Electronics and Appliance Stores,Retail Trade
80777,445,2022-09-01,Food and Beverage Stores,Retail Trade
673312,44X72,2022-09-01,Retail Trade and Food Services,Retail and Food Services
115291,441X,2022-09-01,Auto and Other Motor Vehicles,Retail Trade
73296,452,2022-09-01,General Merchandise Stores,Retail Trade
58395,447,2022-09-01,Gasoline Stations,Retail Trade
8623,451,2022-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
14360,453,2022-09-01,Miscellaneous Store Retailers,Retail Trade
489000,44W72,2022-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
84418,722,2022-09-01,Food Services and Drinking Places,Food Services
72470,4451,2022-09-01,Grocery Stores,Retail Trade
614917,44Z72,2022-09-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
25552,448,2022-09-01,Clothing and Accessories Stores,Retail Trade
34170,446,2022-09-01,Health and Personal Care Stores,Retail Trade
588894,44000,2022-09-01,Retail Trade,Retail Trade
681748,44X72,2022-10-01,Retail Trade and Food Services,Retail and Food Services
553149,44Y72,2022-10-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
621270,44Z72,2022-10-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
25599,448,2022-10-01,Clothing and Accessories Stores,Retail Trade
60478,447,2022-10-01,Gasoline Stations,Retail Trade
8682,451,2022-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
492671,44W72,2022-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
85909,722,2022-10-01,Food Services and Drinking Places,Food Services
34080,446,2022-10-01,Health and Personal Care Stores,Retail Trade
105990,454,2022-10-01,Nonstore Retailers,Nonstore Trade
14236,453,2022-10-01,Miscellaneous Store Retailers,Retail Trade
595839,44000,2022-10-01,Retail Trade,Retail Trade
128599,441,2022-10-01,Motor Vehicle and Parts Dealers,Retail Trade
73268,452,2022-10-01,General Merchandise Stores,Retail Trade
118084,441X,2022-10-01,Auto and Other Motor Vehicles,Retail Trade
81592,445,2022-10-01,Food and Beverage Stores,Retail Trade
12218,442,2022-10-01,Furniture and Home Furnishings Stores,Retail Trade
73214,4451,2022-10-01,Grocery Stores,Retail Trade
7800,443,2022-10-01,Electronics and Appliance Stores,Retail Trade
43297,444,2022-10-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
11395,4521E,2022-10-01,Department Stores,Retail Trade
488240,44W72,2022-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
85365,722,2022-11-01,Food Services and Drinking Places,Food Services
8574,451,2022-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
34304,446,2022-11-01,Health and Personal Care Stores,Retail Trade
104600,454,2022-11-01,Nonstore Retailers,Nonstore Trade
11193,4521E,2022-11-01,Department Stores,Retail Trade
73388,452,2022-11-01,General Merchandise Stores,Retail Trade
13852,453,2022-11-01,Miscellaneous Store Retailers,Retail Trade
588309,44000,2022-11-01,Retail Trade,Retail Trade
125807,441,2022-11-01,Motor Vehicle and Parts Dealers,Retail Trade
614047,44Z72,2022-11-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
25384,448,2022-11-01,Clothing and Accessories Stores,Retail Trade
547867,44Y72,2022-11-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
673674,44X72,2022-11-01,Retail Trade and Food Services,Retail and Food Services
73438,4451,2022-11-01,Grocery Stores,Retail Trade
59627,447,2022-11-01,Gasoline Stations,Retail Trade
115254,441X,2022-11-01,Auto and Other Motor Vehicles,Retail Trade
81795,445,2022-11-01,Food and Beverage Stores,Retail Trade
7176,443,2022-11-01,Electronics and Appliance Stores,Retail Trade
41994,444,2022-11-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
11808,442,2022-11-01,Furniture and Home Furnishings Stores,Retail Trade
610208,44Z72,2022-12-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
8699,451,2022-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
487832,44W72,2022-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
544358,44Y72,2022-12-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
24916,448,2022-12-01,Clothing and Accessories Stores,Retail Trade
33644,446,2022-12-01,Health and Personal Care Stores,Retail Trade
42275,444,2022-12-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
111653,441X,2022-12-01,Auto and Other Motor Vehicles,Retail Trade
73022,452,2022-12-01,General Merchandise Stores,Retail Trade
11233,4521E,2022-12-01,Department Stores,Retail Trade
581749,44000,2022-12-01,Retail Trade,Retail Trade
73347,4451,2022-12-01,Grocery Stores,Retail Trade
106279,454,2022-12-01,Nonstore Retailers,Nonstore Trade
84985,722,2022-12-01,Food Services and Drinking Places,Food Services
13846,453,2022-12-01,Miscellaneous Store Retailers,Retail Trade
666734,44X72,2022-12-01,Retail Trade and Food Services,Retail and Food Services
81576,445,2022-12-01,Food and Beverage Stores,Retail Trade
7087,443,2022-12-01,Electronics and Appliance Stores,Retail Trade
11503,442,2022-12-01,Furniture and Home Furnishings Stores,Retail Trade
122376,441,2022-12-01,Motor Vehicle and Parts Dealers,Retail Trade
56526,447,2022-12-01,Gasoline Stations,Retail Trade
26045,448,2023-01-01,Clothing and Accessories Stores,Retail Trade
56394,447,2023-01-01,Gasoline Stations,Retail Trade
12964,442,2023-01-01,Furniture and Home Furnishings Stores,Retail Trade
8032,443,2023-01-01,Electronics and Appliance Stores,Retail Trade
123039,441X,2023-01-01,Auto and Other Motor Vehicles,Retail Trade
11770,4521E,2023-01-01,Department Stores,Retail Trade
133781,441,2023-01-01,Motor Vehicle and Parts Dealers,Retail Trade
108861,454,2023-01-01,Nonstore Retailers,Nonstore Trade
14618,453,2023-01-01,Miscellaneous Store Retailers,Retail Trade
503651,44W72,2023-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
560045,44Y72,2023-01-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
74707,452,2023-01-01,General Merchandise Stores,Retail Trade
90330,722,2023-01-01,Food Services and Drinking Places,Food Services
8663,451,2023-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
603496,44000,2023-01-01,Retail Trade,Retail Trade
637432,44Z72,2023-01-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
81347,445,2023-01-01,Food and Beverage Stores,Retail Trade
43082,444,2023-01-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
72793,4451,2023-01-01,Grocery Stores,Retail Trade
35002,446,2023-01-01,Health and Personal Care Stores,Retail Trade
693826,44X72,2023-01-01,Retail Trade and Food Services,Retail and Food Services
686434,44X72,2023-02-01,Retail Trade and Food Services,Retail and Food Services
11516,4521E,2023-02-01,Department Stores,Retail Trade
631201,44Z72,2023-02-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
119623,441X,2023-02-01,Auto and Other Motor Vehicles,Retail Trade
555928,44Y72,2023-02-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
500695,44W72,2023-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
42685,444,2023-02-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
14323,453,2023-02-01,Miscellaneous Store Retailers,Retail Trade
109584,454,2023-02-01,Nonstore Retailers,Nonstore Trade
74429,452,2023-02-01,General Merchandise Stores,Retail Trade
8556,451,2023-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
81935,445,2023-02-01,Food and Beverage Stores,Retail Trade
73572,4451,2023-02-01,Grocery Stores,Retail Trade
88160,722,2023-02-01,Food Services and Drinking Places,Food Services
7723,443,2023-02-01,Electronics and Appliance Stores,Retail Trade
55233,447,2023-02-01,Gasoline Stations,Retail Trade
25559,448,2023-02-01,Clothing and Accessories Stores,Retail Trade
12159,442,2023-02-01,Furniture and Home Furnishings Stores,Retail Trade
130506,441,2023-02-01,Motor Vehicle and Parts Dealers,Retail Trade
35582,446,2023-02-01,Health and Personal Care Stores,Retail Trade
598274,44000,2023-02-01,Retail Trade,Retail Trade
495044,44W72,2023-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
81425,445,2023-03-01,Food and Beverage Stores,Retail Trade
54863,447,2023-03-01,Gasoline Stations,Retail Trade
8554,451,2023-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
129160,441,2023-03-01,Motor Vehicle and Parts Dealers,Retail Trade
73158,4451,2023-03-01,Grocery Stores,Retail Trade
25387,448,2023-03-01,Clothing and Accessories Stores,Retail Trade
549907,44Y72,2023-03-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
590606,44000,2023-03-01,Retail Trade,Retail Trade
40867,444,2023-03-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
11835,442,2023-03-01,Furniture and Home Furnishings Stores,Retail Trade
7788,443,2023-03-01,Electronics and Appliance Stores,Retail Trade
118674,441X,2023-03-01,Auto and Other Motor Vehicles,Retail Trade
88461,722,2023-03-01,Food Services and Drinking Places,Food Services
624204,44Z72,2023-03-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
679067,44X72,2023-03-01,Retail Trade and Food Services,Retail and Food Services
35682,446,2023-03-01,Health and Personal Care Stores,Retail Trade
11231,4521E,2023-03-01,Department Stores,Retail Trade
14121,453,2023-03-01,Miscellaneous Store Retailers,Retail Trade
72099,452,2023-03-01,General Merchandise Stores,Retail Trade
108825,454,2023-03-01,Nonstore Retailers,Nonstore Trade
81206,445,2023-04-01,Food and Beverage Stores,Retail Trade
11553,442,2023-04-01,Furniture and Home Furnishings Stores,Retail Trade
41077,444,2023-04-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
36074,446,2023-04-01,Health and Personal Care Stores,Retail Trade
7622,443,2023-04-01,Electronics and Appliance Stores,Retail Trade
72913,4451,2023-04-01,Grocery Stores,Retail Trade
53994,447,2023-04-01,Gasoline Stations,Retail Trade
8616,451,2023-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
120004,441X,2023-04-01,Auto and Other Motor Vehicles,Retail Trade
73169,452,2023-04-01,General Merchandise Stores,Retail Trade
88736,722,2023-04-01,Food Services and Drinking Places,Food Services
683698,44X72,2023-04-01,Retail Trade and Food Services,Retail and Food Services
111076,454,2023-04-01,Nonstore Retailers,Nonstore Trade
629704,44Z72,2023-04-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
552715,44Y72,2023-04-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
11124,4521E,2023-04-01,Department Stores,Retail Trade
498721,44W72,2023-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
594962,44000,2023-04-01,Retail Trade,Retail Trade
25155,448,2023-04-01,Clothing and Accessories Stores,Retail Trade
130983,441,2023-04-01,Motor Vehicle and Parts Dealers,Retail Trade
14437,453,2023-04-01,Miscellaneous Store Retailers,Retail Trade
11446,442,2023-05-01,Furniture and Home Furnishings Stores,Retail Trade
7711,443,2023-05-01,Electronics and Appliance Stores,Retail Trade
686672,44X72,2023-05-01,Retail Trade and Food Services,Retail and Food Services
36414,446,2023-05-01,Health and Personal Care Stores,Retail Trade
81288,445,2023-05-01,Food and Beverage Stores,Retail Trade
8574,451,2023-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
131953,441,2023-05-01,Motor Vehicle and Parts Dealers,Retail Trade
25195,448,2023-05-01,Clothing and Accessories Stores,Retail Trade
596688,44000,2023-05-01,Retail Trade,Retail Trade
120870,441X,2023-05-01,Auto and Other Motor Vehicles,Retail Trade
502159,44W72,2023-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
72807,4451,2023-05-01,Grocery Stores,Retail Trade
554719,44Y72,2023-05-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
52560,447,2023-05-01,Gasoline Stations,Retail Trade
89984,722,2023-05-01,Food Services and Drinking Places,Food Services
112055,454,2023-05-01,Nonstore Retailers,Nonstore Trade
73235,452,2023-05-01,General Merchandise Stores,Retail Trade
41919,444,2023-05-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
634112,44Z72,2023-05-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
14338,453,2023-05-01,Miscellaneous Store Retailers,Retail Trade
11106,4521E,2023-05-01,Department Stores,Retail Trade
133441,441,2023-06-01,Motor Vehicle and Parts Dealers,Retail Trade
41118,444,2023-06-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
598006,44000,2023-06-01,Retail Trade,Retail Trade
11608,442,2023-06-01,Furniture and Home Furnishings Stores,Retail Trade
122210,441X,2023-06-01,Auto and Other Motor Vehicles,Retail Trade
36339,446,2023-06-01,Health and Personal Care Stores,Retail Trade
636630,44Z72,2023-06-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
503189,44W72,2023-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
90804,722,2023-06-01,Food Services and Drinking Places,Food Services
10797,4521E,2023-06-01,Department Stores,Retail Trade
112490,454,2023-06-01,Nonstore Retailers,Nonstore Trade
