monthly_sales,category_code,time,category_name,high_level_category,is_subset,cv,year,yoy_growth,cpi_index,inflation_adjusted_sales
19762.0,4423X,2022-09-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2022,0.7391548147015259,296.808,6658.17632947899
547395.0,44Y72,2022-09-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2022,9.363075140351217,296.808,184427.30654160265
42924.0,444,2022-09-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2022,9.201923321545792,296.808,14461.874343009624
17694.0,4481,2022-09-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2022,1.7832489645651206,296.808,5961.429611061697
129821.0,4400C,2022-09-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2022,5.918395652989794,296.808,43739.05016037304
5889.0,4453,2022-09-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2022,1.7098445595854939,296.808,1984.1109404059189
614917.0,44Z72,2022-09-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2022,7.80868126049743,296.808,207176.69335058355
95249.0,4541,2022-09-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2022,11.35805644539014,296.808,32091.116142422037
37224.0,4441,2022-09-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2022,8.915352429996792,296.808,12541.44093151128
105118.0,454,2022-09-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2022,11.852647931984794,296.808,35416.16128945312
8623.0,451,2022-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2022,2.5814894123245224,296.808,2905.2451416403874
34170.0,446,2022-09-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2022,4.5721630554535375,296.808,11512.49292471901
25552.0,448,2022-09-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2022,1.8982293826766528,296.808,8608.932373790463
14360.0,453,2022-09-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2022,3.899862528037046,296.808,4838.144524406351
80777.0,445,2022-09-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2022,6.5392579696382125,296.808,27215.236786070454
73214.0,4451,2022-10-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2022,7.443280208975378,298.012,24567.467081862476
25599.0,448,2022-10-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2022,1.3902091254752946,298.012,8589.922553454224
28339.0,44611,2022-10-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2022,4.70331781570974,298.012,9509.34861683422
17876.0,4481,2022-10-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2022,3.1625115420129246,298.012,5998.416171160893
105990.0,454,2022-10-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2022,9.229754519034561,298.012,35565.68191884891
73268.0,452,2022-10-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2022,8.063302901137149,298.012,24585.587157564125
5962.0,4453,2022-10-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2022,3.006219765031104,298.012,2000.5905802450907
118084.0,441X,2022-10-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2022,4.939302916659272,298.012,39623.90776210354
85909.0,722,2022-10-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2022,14.476647344926374,298.012,28827.36265653732
14236.0,453,2022-10-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2022,2.042864310802095,298.012,4776.988846086735
8530.0,45299,2022-10-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2022,8.015702165379256,298.012,2862.3008469457604
492671.0,44W72,2022-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2022,7.924730829472404,298.012,165319.181777915
53343.0,45291,2022-10-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2022,10.060453504446333,298.012,17899.61478061286
130267.0,4400C,2022-10-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2022,4.77856602802309,298.012,43711.99817457015
553149.0,44Y72,2022-10-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2022,8.806636007065617,298.012,185612.99544984766
NULL,44831,2022-10-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2022,NULL,298.012,NULL
621270.0,44Z72,2022-10-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2022,7.360038985344208,298.012,208471.4709474786
3429.0,4482,2022-10-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2022,6.391560657772266,298.012,1150.6248070547495
61873.0,4529,2022-10-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2022,9.773969200198707,298.012,20761.91562755862
8682.0,451,2022-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2022,3.1851675778464372,298.012,2913.30550447633
681748.0,44X72,2022-10-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2022,8.117520561023351,298.012,228765.2846194113
60478.0,447,2022-10-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2022,16.566119923674428,298.012,20293.813671932672
81592.0,445,2022-10-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2022,7.160493827160486,298.012,27378.763271277665
11395.0,4521E,2022-10-01,Department Stores,Department Stores,False,0.08625376047961941,2022,-0.3672291684882367,298.012,3823.671530005503
NULL,44811,2022-10-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2022,NULL,298.012,NULL
467240.0,4400A,2022-10-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2022,7.824698326691015,298.012,156785.63279331033
12218.0,442,2022-10-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2022,1.8506168722907557,298.012,4099.834905976941
7800.0,443,2022-10-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2022,-6.575637800934242,298.012,2617.344268016053
95385.0,4541,2022-10-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2022,8.394508966112868,298.012,32007.10038521939
3221.0,44812,2022-10-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2022,-3.822036428784714,298.012,1080.8289599076547
128599.0,441,2022-10-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2022,5.250278268840436,298.012,43152.28916956364
43297.0,444,2022-10-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2022,8.212741496088572,298.012,14528.60958619116
34080.0,446,2022-10-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2022,4.842182981603393,298.012,11435.781109485524
4335.0,45431,2022-10-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2022,33.96168108776267,298.012,1454.639410493537
10515.0,4413,2022-10-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2022,8.873472768689172,298.012,3528.3814074601023
20018.0,4423X,2022-10-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2022,-1.6072745146227585,298.012,6717.179173992993
595839.0,44000,2022-10-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2022,7.258463737383369,298.012,199937.92196287398
37570.0,4441,2022-10-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2022,8.14934223783068,298.012,12606.87489094399
73388.0,452,2022-11-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2022,8.20996756119139,297.711,24650.751903691835
17766.0,4481,2022-11-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2022,0.20869761407862342,297.711,5967.532271229481
115254.0,441X,2022-11-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2022,0.3482682361955147,297.711,38713.38311315336
588309.0,44000,2022-11-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2022,4.648730377551469,297.711,197610.77017644627
488240.0,44W72,2022-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2022,6.076637459235967,297.711,163997.9711868221
81795.0,445,2022-11-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2022,7.092356437717662,297.711,27474.631437870954
62195.0,4529,2022-11-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2022,10.126425384234006,297.711,20891.06549640423
53528.0,45291,2022-11-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2022,10.537945276200311,297.711,17979.852944634225
11808.0,442,2022-11-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2022,-0.9395973154362469,297.711,3966.262583512198
13852.0,453,2022-11-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2022,-1.8006522047355755,297.711,4652.834460265157
547867.0,44Y72,2022-11-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2022,6.754026168879879,297.711,184026.4551864056
614047.0,44Z72,2022-11-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2022,4.993835931475399,297.711,206256.06712550088
NULL,44831,2022-11-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2022,NULL,297.711,NULL
36291.0,4441,2022-11-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2022,1.2894582600686544,297.711,12190.009774580045
3174.0,44812,2022-11-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2022,-5.983412322274884,297.711,1066.1346070518052
59627.0,447,2022-11-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2022,12.644047304190131,297.711,20028.48399958349
28584.0,44611,2022-11-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2022,4.131147540983604,297.711,9601.257595453308
8667.0,45299,2022-11-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2022,7.651223450503042,297.711,2911.212551770005
25384.0,448,2022-11-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2022,-1.703841387856253,297.711,8526.389686642415
11193.0,4521E,2022-11-01,Department Stores,Department Stores,False,0.08625376047961941,2022,-1.3311001410437284,297.711,3759.6864072876047
3788.0,45431,2022-11-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2022,15.876414805750994,297.711,1272.3748870548955
104600.0,454,2022-11-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2022,6.212302755833554,297.711,35134.74476925609
34304.0,446,2022-11-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2022,4.362640705810761,297.711,11522.583982452781
73438.0,4451,2022-11-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2022,7.651939370840544,297.711,24667.546714767006
8574.0,451,2022-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2022,-1.0616201246249735,297.711,2879.9742031701885
5932.0,4453,2022-11-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2022,1.5753424657534154,297.711,1992.5363859581942
41994.0,444,2022-11-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2022,2.0584732787323423,297.711,14105.62592581396
3401.0,4482,2022-11-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2022,4.872032069071852,297.711,1142.383049333078
10553.0,4413,2022-11-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2022,8.614656237134621,297.711,3544.7128255254256
NULL,44811,2022-11-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2022,NULL,297.711,NULL
673674.0,44X72,2022-11-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2022,5.628787581827455,297.711,226284.55112508437
18984.0,4423X,2022-11-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2022,-2.0332335638352794,297.711,6376.653869020627
128921.0,4400C,2022-11-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2022,3.7493360802176134,297.711,43304.076772440385
125807.0,441,2022-11-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2022,0.9930159749538481,297.711,42258.09593867879
94473.0,4541,2022-11-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2022,5.518697225572988,297.711,31733.12373409111
7176.0,443,2022-11-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2022,-3.7811745776347494,297.711,2410.391285508429
462502.0,4400A,2022-11-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2022,5.689377406565277,297.711,155352.6742377675
85365.0,722,2022-11-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2022,12.916666666666664,297.711,28673.78094863811
61789.0,4529,2022-12-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2022,8.74324633498178,296.797,20818.606657075372
28043.0,44611,2022-12-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2022,1.634531748332857,296.797,9448.545638938398
610208.0,44Z72,2022-12-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2022,5.539998996846984,296.797,205597.76547606612
8699.0,451,2022-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2022,3.264482431149096,296.797,2930.9595447393335
